Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,100,Afro Bashment,Alternative Hip Hop,Bedroom Jams,Channel X,Clout Culture,Get Turnt,Grime Shutdown,Hip-Hop Central,Hot Hip Hop,Hot Hits Australia,Hot Hits New Zealand,Hot Hits UK,Hot Rhythmic,"Love, Sex, & Water",Mellow Bars,Mind Right,Most Necessary,New Music Now,Power Workout,R&B Right Now,Rap UK,Rap Workout,RapCaviar,Signed XOXO,Singled Out,Swag!,The Newness,The Realest Down South,Top Hits Deutschland,Top Hits NL,Urban Flavour,Who We Be,Workout Twerkout
Caroline,The Voodoo Children,16,471,[],8,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Will Always Love You (feat. Blood Orange),The Avalanches,55,265860,"['alternative dance', 'australian alternative rock', 'australian dance', 'collage pop', 'electronica', 'new rave']",61,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ég Er Svo Flottur,Séra Bjössi,30,3829,"['icelandic hip hop', 'icelandic pop']",41,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malade,Sugar MMFK,42,53166,"['german cloud rap', 'german hip hop', 'german underground rap', 'schweizer rap']",59,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maryline,Soolking,49,1002186,"['french hip hop', 'pop urbaine', 'rap algerien', 'rap tunisien']",76,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Des malades,Sofiane,50,1030084,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap conscient', 'rap francais']",72,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Je Lijkt Op Mij (feat. Azira),Shikss,33,11258,"['dutch hip hop', 'dutch pop', 'dutch urban']",50,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schüsse im Regen,Samra,65,584028,['german hip hop'],85,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like I Knew You Would,Payton Smith,15,1424,[],58,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Lady,L CIANO,16,3268,"['dutch hip hop', 'dutch urban']",46,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevemagnet,OnklP,39,16242,"['norwegian hip hop', 'norwegian pop rap']",56,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biberon,Chily,38,53780,['rap francais'],72,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Girl,Feder,41,142613,"['new french touch', 'tropical house']",61,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEISSER RAUCH,FOURTY,41,1767,['german trap'],48,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids,FOOL,35,12093,['danish pop'],49,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles schon gesehen,Erabi,36,5029,['german hip hop'],48,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ey Hawar,Eno,55,554295,['german hip hop'],74,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,EREN CAN,51,36884,['german hip hop'],62,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Labo,EAST AV3,26,998,['australian hip hop'],33,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'odeur du charbon - Remix,Dosseh,35,511081,"['french hip hop', 'pop urbaine', 'rap francais']",73,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,Doktor Sterben,33,215,['german cloud rap'],34,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savage,Dinero,29,1423,['rap francais'],42,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le dire (feat. Maes),DA Uzi,53,192330,"['french hip hop', 'pop urbaine', 'rap francais']",71,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaniyor,Credibil,34,10832,['german cloud rap'],46,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Like This,Cold Years,26,1899,['aberdeen indie'],30,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spøkelser,Cezinando,49,34094,"['norwegian hip hop', 'norwegian indie', 'norwegian pop', 'norwegian pop rap']",58,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles was ich hab,Fynn Kliemann,56,133680,"['german indie', 'german pop', 'german rock']",66,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Downhill From Here,Call Me Loop,45,26896,['uk pop'],52,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Being Crazy,Beamer Wigley,15,438,['canadian contemporary country'],23,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirène,Barack Adama,31,37532,['pop urbaine'],57,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Night Stand,Banoffee,34,14620,"['australian pop', 'australian r&b', 'hyperpop']",51,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under The Sun,Bakermat,44,258254,"['deep euro house', 'deep tropical house', 'minimal tech house', 'new french touch', 'tropical house']",72,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wie ein Präsident,BRADO,47,30250,['german hip hop'],62,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keine Gefangenen,B-Tight,36,68025,"['deep german hip hop', 'german hip hop']",53,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1+1,Ayden,27,996,['dutch r&b'],47,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP 3,Architrackz,36,19260,"['dutch hip hop', 'dutch pop', 'dutch urban']",65,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortez,Anonym,48,36820,['german hip hop'],58,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel,Ahmad Amin,24,1211,[],53,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camera's Rolling,Agnes Obel,48,510179,"['chamber pop', 'focus']",68,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packs auf mir,102 Boyz,50,86704,"['german alternative rap', 'german cloud rap', 'german hip hop', 'german trap']",69,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autobass,Frauenarzt,36,43916,['german hip hop'],50,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorið,GDRN,29,4227,['icelandic pop'],44,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switched Up,Oliver Malcolm,52,519,[],42,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ & TMZ,Kronkel Dom,34,4228,[],42,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,No Love For The Middle Child,26,1154,[],48,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asiksin,Mudi,42,179273,['german hip hop'],62,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neither/Nor,Moses Sumney,46,157006,"['alternative r&b', 'art pop', 'escape room', 'indie r&b', 'indie soul', 'la pop']",64,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,Mois,53,32645,"['deep german hip hop', 'german hip hop']",56,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody's Favourite,Mobley,23,4295,[],26,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearls,Mo Lowda & the Humble,31,19830,['philly indie'],49,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let It Go,Misha,33,1027,['chillhop'],49,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switch,Masked Wolf,27,3049,['australian hip hop'],48,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHATDOISAY?,Maggie Miles,40,907,[],34,2020-02-18,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentiments,Lyms,30,244,[],35,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie,Lil Lano,52,175448,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",71,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor Me,Lakeview,20,61,[],11,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnb Love,L CIANO,33,3268,"['dutch hip hop', 'dutch urban']",46,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taschen leer,Krime,41,11078,['german hip hop'],48,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA,Greeny,36,7886,['german trap'],51,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,King Krule,49,453734,"['art pop', 'indietronica']",69,2020-02-18,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here And Now,Kenny Chesney,55,2829706,"['contemporary country', 'country', 'country road']",77,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spitzenprodukt,Karate Andi,43,72406,"['deep german hip hop', 'german hip hop', 'indie deutschrap']",57,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signs,Jordan Rakei,46,181678,"['alternative r&b', 'funk', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",67,2020-02-19,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug Dealers Dream,JURI,54,22607,"['deep german hip hop', 'german hip hop']",56,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makeup drawer,Isaac Dunbar,47,27148,[],54,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed,Inferno,15,249,[],20,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo bist du (feat. Ramo),Hemso,49,27308,"['deep german hip hop', 'german hip hop', 'german underground rap']",64,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rache der Laster,Haze,45,107815,"['german cloud rap', 'german hip hop', 'schweizer rap']",60,2020-02-20,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slow,Hauskey,32,127,[],33,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F**ked Up,Haristone,34,95732,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",52,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caught In The Middle,Half the Animal,20,5966,[],42,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You'll miss me when I'm not around,Grimes,57,993619,"['art pop', 'canadian electropop', 'chillwave', 'dance pop', 'electropop', 'escape room', 'experimental pop', 'grave wave', 'indie pop', 'indietronica', 'metropopolis']",75,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowplay,santpoort,24,5149,"['chillhop', 'lo-fi beats']",56,2020-02-21,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
