Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,100,Afro Bashment,Alternative Hip Hop,Bedroom Jams,Channel X,Clout Culture,Get Turnt,Grime Shutdown,Hip-Hop Central,Hot Hip Hop,Hot Hits Australia,Hot Hits New Zealand,Hot Hits UK,Hot Rhythmic,"Love, Sex, & Water",Mellow Bars,Mind Right,Most Necessary,New Music Now,Power Workout,R&B Right Now,Rap UK,Rap Workout,RapCaviar,Signed XOXO,Singled Out,Swag!,The Newness,The Realest Down South,Top Hits Deutschland,Top Hits NL,Urban Flavour,Who We Be,Workout Twerkout
GQ & TMZ,Kronkel Dom,0,4140,[],41,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neither/Nor,Moses Sumney,0,155203,"['alternative r&b', 'art pop', 'escape room', 'indie r&b', 'indie soul', 'la pop']",64,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,Mois,0,31843,"['deep german hip hop', 'german hip hop']",55,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids,FOOL,0,12017,['danish pop'],49,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream Girl,Eric Ethridge,0,7894,['canadian contemporary country'],46,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles schon gesehen,Erabi,0,4913,['german hip hop'],48,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ey Hawar,Eno,0,551849,['german hip hop'],74,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucy,EREN CAN,0,36053,['german hip hop'],62,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le Labo,EAST AV3,0,975,['australian hip hop'],33,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L'odeur du charbon - Remix,Dosseh,0,509706,"['french hip hop', 'pop urbaine', 'rap francais']",73,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,Doktor Sterben,0,214,['german cloud rap'],33,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savage,Dinero,0,1355,['rap francais'],41,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le dire (feat. Maes),DA Uzi,0,190389,"['french hip hop', 'pop urbaine', 'rap francais']",71,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yaniyor,Credibil,0,10766,['german cloud rap'],45,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Like This,Cold Years,13,1846,['aberdeen indie'],29,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Biberon,Chily,0,52678,['rap francais'],73,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spøkelser,Cezinando,0,33638,"['norwegian hip hop', 'norwegian indie', 'norwegian pop', 'norwegian pop rap']",53,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Downhill From Here,Call Me Loop,0,26702,['uk pop'],51,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Being Crazy,Beamer Wigley,0,436,['canadian contemporary country'],21,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirène,Barack Adama,8,37438,['pop urbaine'],57,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Night Stand,Banoffee,0,14169,"['australian pop', 'australian r&b', 'hyperpop']",50,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Under The Sun,Bakermat,0,257625,"['deep euro house', 'deep house', 'deep tropical house', 'minimal tech house', 'new french touch', 'tropical house']",72,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wie ein Präsident,BRADO,0,29627,['german hip hop'],62,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keine Gefangenen,B-Tight,0,67876,"['deep german hip hop', 'german hip hop']",52,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1+1,Ayden,1,983,['dutch r&b'],46,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROXANNE - Remix,Arizona Zervas,0,250976,['pop rap'],89,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP 3,Architrackz,0,19108,"['dutch hip hop', 'dutch pop', 'dutch urban']",65,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortez,Anonym,0,36542,['german hip hop'],57,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel,Ahmad Amin,0,967,[],51,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camera's Rolling,Agnes Obel,0,507824,"['chamber pop', 'focus']",67,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Me,5 Seconds of Summer,0,5771567,"['boy band', 'dance pop', 'pop', 'post-teen pop']",88,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packs auf mir,102 Boyz,0,85835,"['german alternative rap', 'german cloud rap', 'german hip hop', 'german trap']",69,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEISSER RAUCH,FOURTY,0,1559,['german trap'],47,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Girl,Feder,0,142420,"['new french touch', 'tropical house']",61,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autobass,Frauenarzt,0,43756,['german hip hop'],50,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here And Now,Kenny Chesney,0,2825336,"['contemporary country', 'country', 'country road']",77,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody's Favourite,Mobley,13,4290,[],25,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearls,Mo Lowda & the Humble,0,19739,['philly indie'],49,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let It Go,Misha,22,1012,['chillhop'],49,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switch,Masked Wolf,0,3007,['australian hip hop'],48,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHATDOISAY?,Maggie Miles,24,861,[],29,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentiments,Lyms,0,233,[],35,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie,Lil Lano,0,174335,"['deep german hip hop', 'german cloud rap', 'german hip hop', 'german trap']",71,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Loneliness,Lauv,0,2306083,"['pop', 'post-teen pop']",90,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor Me,Lakeview,0,41,[],0,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweet Lady,L CIANO,0,3228,"['dutch hip hop', 'dutch urban']",46,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnb Love,L CIANO,0,3228,"['dutch hip hop', 'dutch urban']",46,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taschen leer,Krime,0,10935,['german hip hop'],48,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,King Krule,43,449378,"['art pop', 'indietronica']",68,2020-02-18,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spitzenprodukt,Karate Andi,0,72263,"['deep german hip hop', 'german hip hop', 'indie deutschrap']",56,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles was ich hab,Fynn Kliemann,0,130918,"['german indie', 'german pop', 'german rock']",66,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signs,Jordan Rakei,24,181116,"['alternative r&b', 'funk', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",67,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is Us,Jimmie Allen,0,49505,"['contemporary country', 'country pop']",66,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug Dealers Dream,JURI,0,22216,"['deep german hip hop', 'german hip hop']",54,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makeup drawer,Isaac Dunbar,7,26596,[],54,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed,Inferno,0,246,[],19,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo bist du (feat. Ramo),Hemso,0,26909,"['deep german hip hop', 'german hip hop', 'german underground rap']",64,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rache der Laster,Haze,0,107213,"['german cloud rap', 'german hip hop', 'schweizer rap']",60,2020-02-20,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slow,Hauskey,0,109,[],32,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F**ked Up,Haristone,0,95600,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",52,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caught In The Middle,Half the Animal,0,5944,[],42,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You'll miss me when I'm not around,Grimes,0,986076,"['alternative dance', 'art pop', 'canadian electropop', 'chillwave', 'dance pop', 'electropop', 'escape room', 'experimental pop', 'grave wave', 'indie pop', 'indietronica', 'metropopolis']",74,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA,Greeny,0,7821,['german trap'],51,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Love (Déjà Vu),Glass Animals,47,1058584,"['gauze pop', 'indie pop', 'indietronica', 'modern rock', 'shiver pop']",75,2020-02-19,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowplay,santpoort,0,5112,"['chillhop', 'lo-fi beats']",56,2020-02-21,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
