Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,70,917885,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-13,10,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1
In My Veins,Lauren Alaina,60,343109,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-13,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Slow Down,Gone West,46,13708,"['contemporary country', 'country pop']",49,2020-03-03,2020-03-13,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
One Day,Jackson Michelson,40,7159,['country pop'],50,2020-03-06,2020-03-13,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,38,1869,['country pop'],40,2020-03-06,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,0,89371,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-13,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,42,36309,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Here I Am,Renee Blair,36,2254,"['contemporary country', 'country pop']",31,2020-03-06,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Moose Knuckle Shuffle,Hot Country Knights,42,2999,[],46,2020-03-06,2020-03-13,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Hometown,Logan Mize,0,52686,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-13,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,51,25249,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,37,176,[],27,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pawn Shop,Brandy Clark,45,35412,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
I Need Love,Blanco Brown,0,86435,['country rap'],68,2020-03-13,2020-03-13,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparrow,Ashley McBryde,42,58623,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Real Talk,Angie K,37,3545,[],44,2020-03-06,2020-03-13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,0,18760,[],39,2020-03-13,2020-03-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Run Away,Presley Phillips,25,432,[],26,2020-03-04,2020-03-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cool,Rachel Reinert,0,562,[],20,2020-03-13,2020-03-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hot Mess,Nice Horse,25,1388,['alberta country'],18,2020-03-06,2020-03-13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
