Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,71,918582,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-14,11,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1
In My Veins,Lauren Alaina,61,343381,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-14,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Hometown,Logan Mize,0,52754,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-14,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,41,7160,['country pop'],50,2020-03-06,2020-03-14,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,7,89455,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-14,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,47,13743,"['contemporary country', 'country pop']",49,2020-03-03,2020-03-14,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,51,25267,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Moose Knuckle Shuffle,Hot Country Knights,43,3054,[],46,2020-03-06,2020-03-14,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Just Let Go,Gord Bamford,43,36328,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-14,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Here I Am,Renee Blair,37,2271,"['contemporary country', 'country pop']",32,2020-03-06,2020-03-14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,39,1871,['country pop'],40,2020-03-06,2020-03-14,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,21,5072953,"['contemporary country', 'country', 'country road']",78,2020-03-13,2020-03-14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,9,4988,"['australian country', 'contemporary country', 'country pop']",41,2020-03-13,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,1,18777,[],39,2020-03-13,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Empty Glass,Holly Tucker,0,1537,['deep talent show'],31,2020-03-13,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Half a Mind to Go Crazy,Tyler Booth,0,3112,[],40,2020-03-13,2020-03-14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Real Talk,Angie K,38,3558,[],44,2020-03-06,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,43,58710,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
I Need Love,Blanco Brown,11,86626,['country rap'],67,2020-03-13,2020-03-14,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pawn Shop,Brandy Clark,46,35469,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,39,176,[],27,2020-03-06,2020-03-14,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like That,Matthew McSwain,28,344,[],22,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Away,Presley Phillips,26,434,[],26,2020-03-04,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kill the Bottle,Tom O'Connor,29,1935,[],31,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hot Mess,Nice Horse,26,1389,['alberta country'],18,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Got This,The McClymonts,22,20532,"['australian country', 'australian pop', 'country dawn']",38,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,33,92306,"['contemporary country', 'redneck']",59,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Family Pain,Swamp Dogg,33,15006,"['soul', 'southern soul']",47,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cool,Rachel Reinert,0,570,[],21,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Get My Shit Together,Summer Overstreet,0,117,[],33,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Talkin' About Last Night,Steven Lee Olsen,31,8967,"['canadian contemporary country', 'canadian country']",39,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unhappy Hour,Steven Lee Olsen,1,8967,"['canadian contemporary country', 'canadian country']",39,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,25,5017,['country pop'],28,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Are Not Alone,Adam Brand,41,27968,"['australian country', 'australian pop', 'classic australian country']",46,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Bit of That,Matt Gatewood,23,203,[],12,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going Going Gone,Maddie Wilson,31,11099,"['channel pop', 'lds youth', 'viral pop']",39,2020-03-05,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Walk,Brandy Clark,38,35469,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heavy,Brittany Moore,26,212,[],23,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Do You Remember,Bryce Sainty,18,125,[],28,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fly Away,Caitlyn Smith,0,23413,"['contemporary country', 'country pop']",52,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Can't,Caitlyn Smith,1,23413,"['contemporary country', 'country pop']",52,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sanctuary - Live,Charles Esten,0,17796,['country pop'],45,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It's About Time,Craig Campbell,7,222136,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",52,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Then There's You,David James,0,1903,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
If I Were You,David James,35,1903,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-06,2020-03-14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hey Baby,Dylan Wheeler,38,2903,['red dirt'],41,2020-03-04,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heartbreak anytime,Five Roses,0,262,['canadian contemporary country'],18,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Even If,Holloway Road,0,995,"['british country', 'uk americana']",26,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ride It Out,Jaden Hamilton,41,1503,[],30,2020-03-06,2020-03-14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Love,Alyssa Micaela,6,5064,['country pop'],25,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Safe Place to Break,Josh David,1,29,[],9,2020-03-06,2020-03-14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Decatur County Red (feat. Jonathan Singleton),Jessi Alexander,0,1515,['country dawn'],37,2020-03-13,2020-03-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
