Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,927936,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-26,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
the other girl (with Halsey),Kelsea Ballerini,71,757291,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-26,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,52,90241,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-03-26,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,49,2371,['country pop'],49,2020-03-20,2020-03-26,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,47,1441420,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",64,2020-03-20,2020-03-26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hometown,Logan Mize,54,53334,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-26,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,47,88704,['country rap'],67,2020-03-13,2020-03-26,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,346935,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-26,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Me on You,Teddy Robb,40,3085,['country pop'],45,2020-03-20,2020-03-26,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,37,4281,[],32,2020-03-20,2020-03-26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,33,191,[],22,2020-03-13,2020-03-26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,49,36627,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-26,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,50,14120,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-26,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
