Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,925857,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-23,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
the other girl (with Halsey),Kelsea Ballerini,66,754967,"['contemporary country', 'pop', 'post-teen pop']",75,2020-03-20,2020-03-23,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,49,90050,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-23,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,42,1437921,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",64,2020-03-20,2020-03-23,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,45,88171,['country rap'],67,2020-03-13,2020-03-23,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,32,3070,['country pop'],45,2020-03-20,2020-03-23,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,346018,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-23,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,53,53199,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-23,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,50,14027,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,47,7175,['country pop'],48,2020-03-06,2020-03-23,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,19,187,[],16,2020-03-13,2020-03-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,28,4236,[],30,2020-03-20,2020-03-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,48,36545,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,29,2378,['country pop'],35,2020-03-20,2020-03-23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Think About You,Alana Springsteen,45,2297,['country pop'],49,2020-03-20,2020-03-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,44,2337,"['contemporary country', 'country pop']",34,2020-03-06,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Something About You,Seth Alley,44,1891,['country pop'],40,2020-03-06,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Planning My Survival,Seth Cook,14,1918,[],24,2020-03-20,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,51,25420,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Can't Not,Steven Lee Olsen,28,9030,"['canadian contemporary country', 'canadian country']",39,2020-03-20,2020-03-23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Finish This Up,Livy Jeanne,18,3477,"['alberta country', 'canadian contemporary country', 'canadian country', 'country pop']",21,2020-03-18,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Get My Shit Together,Summer Overstreet,30,125,[],34,2020-03-13,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Light On,Kaylee Bell,37,5019,"['australian country', 'contemporary country', 'country pop']",41,2020-03-13,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Home Away From Home,Tim Dugger,21,1783,['modern country rock'],31,2020-03-20,2020-03-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
