Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,Akustischer Fruhling,All New Indie,Apero,Arkada Calsın,Cafe Libros,Coffee and Chill,Feelgood Indie,Fresh Finds,Fresh Folk,Front Left,Fruhlings Chillout,Fruhlingsgefuhle,Gentle Acoustic,Hanging Out and Relaxing,Indie Pop,Indie Stage,Infinite Acoustic,Its ALT Good!,Lorem,Lost In The Woods,Melancolia Indie,MostBeautifulSongsintheWorld,OFF POP,POLLEN,Rockin Vibes,Roots Rising,The Indie List,The New Alt,The Stress Buster,Totally Alt,Totally Stress Free,Ultimate Indie,Van Life,Wake Up and Smell the Coffee,Wild and Free,Young & Free,Your Coffee Break,Your Office Stereo
Garden Song,Phoebe Bridgers,63,170830,"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']",71,2020-02-26,2020-03-04,7,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes,Somni,24,2054,[],42,2020-02-26,2020-03-04,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overlord,Dirty Projectors,50,193961,"['art pop', 'brooklyn indie', 'chamber pop', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'lo-fi', 'noise pop', 'stomp and holler']",54,2020-02-26,2020-03-04,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirouette,Chiiild,51,8203,['alternative r&b'],53,2020-02-28,2020-03-04,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The River,Goth Babe,50,66165,"['indie garage rock', 'indie pop', 'modern rock', 'vapor soul']",62,2020-02-28,2020-03-04,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Steps,HAIM,0,879135,"['dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']",70,2020-03-03,2020-03-04,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Still the Same (feat. Boy In Space),SHY Martin,61,123264,"['dance pop', 'electropop', 'indie poptimism', 'norwegian pop', 'pop', 'post-teen pop', 'swedish electropop', 'tropical house']",73,2020-02-28,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I disappear in your arms - bonus,Christine and the Queens,59,460624,"['art pop', 'electropop', 'metropopolis', 'shimmer pop']",70,2020-02-27,2020-03-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Vision,Ratboys,10,18279,"['chicago indie', 'indie punk', 'indie rock']",46,2020-02-28,2020-03-04,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom,Charlotte OC,39,21315,['vapor pop'],49,2020-02-28,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sandwiches,Gordi,39,28377,['australian electropop'],54,2020-02-26,2020-03-04,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Like I Loved You,Caribou,52,440542,"['alternative dance', 'art pop', 'chillwave', 'dance-punk', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave']",71,2020-02-28,2020-03-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confidant,BabyJake,54,7540,[],58,2020-02-28,2020-03-04,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cz,Mk.gee,52,25824,"['indie soul', 'vapor soul']",55,2020-02-28,2020-03-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flesh and Blood,Franc Moody,46,44487,"['deep house', 'indie soul', 'new french touch', 'nu disco']",60,2020-02-28,2020-03-04,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL ENERGY,Raissa,39,919,[],40,2020-02-28,2020-03-04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safe In Sound,Orlando Weeks,36,2436,['indie folk'],34,2020-02-26,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Come On Outside,Noel Gallagher's High Flying Birds,46,602977,"['britpop', 'garage rock', 'modern rock', 'rock']",64,2020-02-28,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Heels,NoMBe,47,125252,"['electropop', 'indie poptimism', 'indie soul', 'indietronica', 'modern rock', 'vapor soul']",65,2020-02-25,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovers,Rebounder,15,953,[],27,2020-02-28,2020-03-04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rascal,RMR,45,4142,[],45,2020-02-26,2020-03-04,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bathing in Blue,Niklas Paschburg,35,19591,"['compositional ambient', 'focus', 'neo-classical']",54,2020-02-28,2020-03-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Never The Same,STRFKR,50,285197,"['alternative dance', 'chillwave', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop']",64,2020-02-28,2020-03-04,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
