Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Lady,Brett Young,74,545579,['contemporary country'],77,2020-05-01,2020-06-17,7,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,65,3156457,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-17,7,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Cool Again,Kane Brown,75,2548746,"['contemporary country', 'country road']",82,2020-04-23,2020-06-17,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,75,3399495,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-03-30,2020-06-17,6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,65,3763793,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",84,2020-03-27,2020-06-17,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No I in Beer,Brad Paisley,62,1773290,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-17,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,533006,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-17,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Single Saturday Night,Cole Swindell,64,1327901,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-17,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,598298,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-17,5,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Black Like Me,Mickey Guyton,68,28038,"['contemporary country', 'country pop']",58,2020-06-02,2020-06-17,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
