Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_Akustischer_Fruhling,_All_New_Indie,_Apero,_Arkada_Calsın,_Cafe_Libros,_Coffee_and_Chill,_Feelgood_Indie,_Fresh_Finds,_Fresh_Folk,_Front_Left,_Fruhlings_Chillout,_Fruhlingsgefuhle,_Gentle_Acoustic,_Hanging_Out_and_Relaxing,_Indie_Pop,_Indie_Stage,_Infinite_Acoustic,_Its_ALT_Good!,_Lorem,_Lost_In_The_Woods,_Melancolia_Indie,_MostBeautifulSongsintheWorld,_OFF_POP,_POLLEN,_Rockin_Vibes,_Roots_Rising,_The_Indie_List,_The_New_Alt,_The_Stress_Buster,_Totally_Alt,_Totally_Stress_Free,_Ultimate_Indie,_Van_Life,_Wake_Up_and_Smell_the_Coffee,_Wild_and_Free,_Young___Free,_Your_Coffee_Break,_Your_Office_Stereo
Garden Song,Phoebe Bridgers,67,200078,"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']",71,2020-02-26,2020-05-04,10,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
You're Too Precious,James Blake,71,977241,"['art pop', 'indie r&b', 'indietronica', 'uk alternative pop']",74,2020-04-24,2020-05-04,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Pretty Lady,Tash Sultana,69,1053602,['australian reggae fusion'],71,2020-04-09,2020-05-04,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
On Our Own,Lime Cordiale,61,109703,"['australian hip hop', 'australian indie', 'australian pop']",66,2020-04-17,2020-05-04,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Dynamite,Saint Sister,54,15377,['irish indie'],51,2020-03-02,2020-05-04,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Too Late,Washed Out,63,371558,"['alternative dance', 'art pop', 'chillwave', 'dream pop', 'experimental pop', 'indie pop', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave', 'nu gaze', 'shimmer pop']",62,2020-04-09,2020-05-04,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
I Know Alone,HAIM,46,892863,"['dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']",70,2020-04-29,2020-05-04,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
midnight love,girl in red,70,845640,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",76,2020-04-14,2020-05-04,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imagine U,Omar Apollo,64,245598,"['alternative r&b', 'bedroom pop', 'bedroom soul', 'indie pop', 'indie r&b', 'pop']",69,2020-04-08,2020-05-04,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDLIF,Bon Iver,70,2597104,"['eau claire indie', 'indie folk', 'melancholia', 'slow core']",78,2020-04-17,2020-05-04,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Window,Still Woozy,74,375837,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']",74,2020-04-17,2020-05-04,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Bridge To Chorus,The Strokes,66,3178398,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",82,2020-04-06,2020-05-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Level of Concern,Twenty One Pilots,88,16707228,"['modern rock', 'rock']",87,2020-04-09,2020-05-04,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Save Your Tears,The Weeknd,85,20053602,"['canadian contemporary r&b', 'canadian pop', 'pop']",98,2020-03-20,2020-05-04,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Time (You and I),Khruangbin,56,543030,"['funk', 'neo-psychedelic', 'soul']",72,2020-04-27,2020-05-04,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Difference,Flume,76,1978997,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm', 'pop']",79,2020-03-11,2020-05-04,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Falling for You,Charlotte OC,53,21829,['vapor pop'],50,2020-04-10,2020-05-04,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Photo ID,Remi Wolf,39,16074,['alternative r&b'],59,2020-04-29,2020-05-04,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Christ 2005 God Bless America,The 1975,56,3946509,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']",83,2020-04-03,2020-05-04,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyoto,Phoebe Bridgers,67,200078,"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']",71,2020-04-09,2020-05-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hypochondriac,Fenne Lily,56,54495,"['bristol indie', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']",57,2020-03-10,2020-05-04,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
First Aid,Gus Dapperton,63,262449,"['bedroom pop', 'indie pop', 'indie poptimism']",83,2020-04-22,2020-05-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Where You Belong,Little Dragon,63,499374,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'escape room', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']",69,2020-03-27,2020-05-04,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Happiness In Liquid Form,Alfie Templeman,57,34221,['english indie rock'],54,2020-04-07,2020-05-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
IDK You Yet,Alexander 23,79,48591,"['indie r&b', 'pop']",71,2020-04-09,2020-05-04,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella Brown,Jelani Aryeh,64,22257,"['bedroom soul', 'indie r&b']",55,2020-04-03,2020-05-04,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
