Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_9PM,_All_Funked_Up,_Alternative_R_B,_Amplify,_Are___Be,_Arkada_Calsin,_Bedroom_Jams,_Black_Girl_Magic,_Butter,_Chill_Mode_On,_Chilled_R_B,_Fresh_Finds,_Good_Morning_Jazz,_Next_Wave_Neo_Soul,_POLLEN,_R_B_Feels,_R_B_UK,_Ready_for_the_Day,_Retro_Pop,_Silk_Sheets,_Soul_Coffee,_Soul_Lounge,_Soul_n_the_City,_Soultronic,_Spotify___Chill,_Study_Break,_Sweet_Soul_Sunday,_The_Newness,_This_Is_How_We_Do,_Your_Office_Stereo
Waiting For (feat. Jamila Woods),rum.gold,64,7476,"['alternative r&b', 'indie r&b']",54,2020-04-24,2020-06-22,6,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Got My Back,RIMON,59,43821,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-05-14,2020-06-22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Anyone But Me,Joy Crookes,60,119280,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",60,2020-04-08,2020-06-22,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Sweeter (feat. Terrace Martin),Leon Bridges,67,1013002,"['modern blues', 'soul']",78,2020-06-08,2020-06-22,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
You're Too Precious,James Blake,67,998337,"['art pop', 'indie r&b', 'indie soul', 'uk alternative pop']",74,2020-04-24,2020-06-22,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rose Rouge,Jorja Smith,66,1479497,"['pop', 'uk contemporary r&b']",79,2020-06-09,2020-06-22,5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wrong Places (from Songland),H.E.R.,71,2592734,['pop'],83,2020-04-27,2020-06-22,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sun Is Up Forever,Joesef,58,12442,"['indie soul', 'uk alternative pop']",53,2020-04-23,2020-06-22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Heavenly Mother,Pip Millett,57,48718,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-04-10,2020-06-22,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
June,Pip Millett,52,48718,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-03-13,2020-06-22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Black Dog,Arlo Parks,66,72226,"['alternative r&b', 'art pop', 'indie r&b', 'indie soul', 'uk contemporary r&b', 'vapor soul']",64,2020-05-04,2020-06-22,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fair Chance,Thundercat,55,515023,"['afrofuturism', 'hip hop', 'indie soul']",71,2020-03-17,2020-06-22,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Quarantine Queen,Sinead Harnett,57,234304,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",65,2020-05-22,2020-06-22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Distance,Yebba,63,104531,[],69,2020-05-08,2020-06-22,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
More Than Enough,Alina Baraz,66,692957,"['alternative r&b', 'electropop', 'etherpop', 'pop']",76,2020-03-26,2020-06-22,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Can't Fight,Lianne La Havas,63,560474,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-18,2020-06-22,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Count Me In,THEY.,57,190470,"['alternative r&b', 'pop rap', 'trap soul', 'underground hip hop']",63,2020-06-17,2020-06-22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Call Your Name,Tora,58,5039,[],47,2020-05-01,2020-06-22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,Mom Tudie,50,1005,[],39,2020-05-01,2020-06-22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
I Can't Breathe,H.E.R.,62,2592734,['pop'],83,2020-06-19,2020-06-22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
The Morning,RIMON,50,43821,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-03-19,2020-06-22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Wake Up Love,Teyana Taylor,65,815263,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",74,2020-06-12,2020-06-22,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Boomin (feat. Missy Elliott & Future),Teyana Taylor,63,815263,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",74,2020-06-19,2020-06-22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Make the Most (feat. H.E.R.),Lonr.,59,11345,[],58,2020-04-03,2020-06-22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Not You Too (feat. Chris Brown),Drake,76,47129818,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",99,2020-05-01,2020-06-22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
U 2 Luv,Ne-Yo,68,5307239,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",82,2020-05-29,2020-06-22,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Can I (feat. Tory Lanez),Kehlani,77,3590380,"['pop', 'pop rap', 'post-teen pop', 'r&b']",85,2020-05-08,2020-06-22,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragonball Durag,Thundercat,65,515023,"['afrofuturism', 'hip hop', 'indie soul']",71,2020-04-03,2020-06-22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wondering,Becky and the Birds,51,2336,[],43,2020-03-25,2020-06-22,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hit The Spot,Tiana Blake,47,1611,[],45,2020-05-18,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
sweet thing,Dijon,48,94728,"['alternative r&b', 'bedroom soul', 'indie r&b', 'vapor soul']",64,2020-06-19,2020-06-22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lucky,Tiana Major9,44,17259,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",58,2020-06-19,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Borderline,Jordan Rakei,58,200965,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",67,2020-03-13,2020-06-22,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Think About You - Notion Mix,Tiana Major9,63,17259,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",58,2020-04-17,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
EmOGs,Salaam Remi,55,15227,['hip hop'],66,2020-04-03,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
What's Goin' On?,Gemaine,51,13751,['deep pop r&b'],43,2020-05-20,2020-06-22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Paper Thin,Lianne La Havas,63,560474,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-04,2020-06-22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3 on E,Vulfpeck,44,521808,"['ann arbor indie', 'funk rock', 'instrumental funk']",66,2020-04-03,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Dive,Victoria Monét,62,171168,"['alternative r&b', 'deep pop r&b', 'indie r&b']",66,2020-04-21,2020-06-22,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Last 100,Tom Misch,62,677276,['indie soul'],76,2020-04-24,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Here For It All,Noah Slee,49,32497,"['alternative r&b', 'indie soul', 'vapor soul']",51,2020-05-29,2020-06-22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue,Kamal.,59,5692,[],52,2020-05-20,2020-06-22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
California (from Songland) (feat. Tyga),Usher,63,7734191,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",83,2020-06-16,2020-06-22,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nightrider,Tom Misch,64,677276,['indie soul'],76,2020-04-16,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
BELIEVE IT,PARTYNEXTDOOR,86,2393767,"['pop', 'pop rap', 'rap', 'toronto rap', 'trap', 'urban contemporary']",83,2020-03-27,2020-06-22,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Baby Powder,Jenevieve,60,8847,"['alternative r&b', 'indie r&b', 'lo-fi chill']",49,2020-03-25,2020-06-22,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clutch (feat. Kiana Ledé),Col3trane,61,79511,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk contemporary r&b']",63,2020-05-15,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
