Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,73,3672976,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-19,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2016,Sam Hunt,73,1780935,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-19,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Gaslighter,Dixie Chicks,75,945942,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-04-19,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Cold Beer Calling My Name,Jameson Rodgers,61,21934,"['contemporary country', 'country pop']",59,2020-04-14,2020-04-19,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,64,493047,"['contemporary country', 'country road', 'deep talent show']",81,2020-04-17,2020-04-19,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,52,1736041,"['contemporary country', 'country', 'country road']",70,2020-04-15,2020-04-19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hometown,Logan Mize,58,54454,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-19,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,75,2404584,"['contemporary country', 'country road']",80,2020-03-27,2020-04-19,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Better Off,Trace Adkins,58,1469731,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,73,486228,"['dance pop', 'edm', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-04-19,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Stranger,Ingrid Andress,64,30107,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-19,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Champagne Night - From Songland,Lady Antebellum,57,2904018,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-04-19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,768977,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-19,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Be A Light,Thomas Rhett,70,3326394,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-19,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,55,15430,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-19,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,63,1229009,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-04-10,2020-04-19,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,59,64788,['texas country'],65,2020-04-10,2020-04-19,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Like A Man,Dallas Smith,55,46139,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-19,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7248,['country pop'],47,2020-03-06,2020-04-19,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Love and Good Whiskey,Teddy Robb,26,3244,['country pop'],48,2020-04-17,2020-04-19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Circles,The Cadillac Three,41,105485,"['contemporary country', 'country pop', 'modern southern rock']",59,2020-04-17,2020-04-19,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,58,91882,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-03-13,2020-04-19,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
River's Still Running,High Valley,38,91882,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-04-17,2020-04-19,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Gabrielle,Brett Eldredge,53,1099279,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",66,2020-04-17,2020-04-19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
