Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3669969,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-06,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,72,2730178,['contemporary country'],86,2020-05-01,2020-05-06,6,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
2016,Sam Hunt,73,1776399,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-06,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3321387,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-06,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,63,517709,['contemporary country'],76,2020-05-01,2020-05-06,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
BOOTS,HARDY,56,32847,['contemporary country'],68,2020-05-01,2020-05-06,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22750,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-06,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,58,46284,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-05-06,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,491071,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-06,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Every Other Memory,Ryan Hurd,60,80074,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-06,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,65,32326,"['contemporary country', 'country pop']",66,2020-03-27,2020-05-06,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Cool Again,Kane Brown,73,2428313,"['contemporary country', 'country road']",81,2020-04-23,2020-05-06,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,74,950952,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-06,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Champagne Night - From Songland,Lady Antebellum,66,2901742,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-06,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,61,10189,[],64,2020-04-24,2020-05-06,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hometown,Logan Mize,59,54772,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-05-06,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,72,5211277,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-06,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Where I'm From,The Reklaws,58,20735,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,63,66533,"['contemporary country', 'texas country']",66,2020-04-10,2020-05-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Close,Jade Eagleson,48,7386,['canadian contemporary country'],48,2020-04-24,2020-05-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild World,Kip Moore,63,863946,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-03-27,2020-05-06,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mull It Over,Hot Country Knights,38,5027,[],47,2020-05-01,2020-05-06,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,92255,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-06,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Northern Star,High Valley,44,92255,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-01,2020-05-06,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Julianna Calm Down,Dixie Chicks,56,950952,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-05-06,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Grew Apart,Logan Mize,51,54772,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-05-01,2020-05-06,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,56,16186,"['contemporary country', 'country pop']",52,2020-03-03,2020-05-06,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Got Me (feat. Shane & Shane),Gabby Barrett,54,54582,"['contemporary country', 'country pop']",69,2020-05-01,2020-05-06,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,58,22953,"['contemporary country', 'country pop']",63,2020-04-03,2020-05-06,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,68,1230798,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-06,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Country Boy Lovin',Dillon Carmichael,37,12206,"['country pop', 'roots americana']",47,2020-04-29,2020-05-06,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,59,1477706,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,76,519590,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-06,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,62,1735857,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-06,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Happy Does,Kenny Chesney,67,2913003,"['contemporary country', 'country', 'country road']",79,2020-05-01,2020-05-06,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Round and Round,Troy Cartwright,50,6028,['country pop'],55,2020-04-10,2020-05-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,74,766823,"['contemporary country', 'pop', 'post-teen pop']",78,2020-03-20,2020-05-06,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gabrielle,Brett Eldredge,63,1096842,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-04-17,2020-05-06,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,76,2428313,"['contemporary country', 'country road']",81,2020-03-27,2020-05-06,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
the other girl (with Halsey) [the other mix],Kelsea Ballerini,70,766823,"['contemporary country', 'pop', 'post-teen pop']",78,2020-04-20,2020-05-06,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,56,521253,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hard To Forget,Sam Hunt,72,1776399,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-06,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Too Late,Leaving Austin,31,4516,"['contemporary country', 'country pop']",35,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Here,Mitchell Tenpenny,59,135991,"['contemporary country', 'heartland rock']",70,2020-04-10,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Crazy For You Tonight,Kip Moore,53,863946,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,58,355926,"['contemporary country', 'country', 'country dawn', 'country road']",74,2020-03-06,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
So Good,ESSEX COUNTY,51,191,[],37,2020-03-27,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Eat, Drink & Dream",Drake White,51,59832,['contemporary country'],53,2020-04-17,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Send It My Way,Shawn Austin,40,4383,"['canadian contemporary country', 'canadian country', 'country pop']",40,2020-04-17,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Somebody's Gonna,SixForty1,32,442,['country pop'],36,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Southpaw,Kip Moore,59,863946,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-04-17,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
If I Can't Have You,Sara Evans,45,733329,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",59,2020-03-20,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Made For This,Hayley Orrantia,27,7332,['country pop'],34,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Someone You Loved,Mitchell Tenpenny,54,135991,"['contemporary country', 'heartland rock']",70,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kiss Kiss,Madeline Merlo,37,17324,"['canadian contemporary country', 'contemporary country', 'country pop']",42,2020-04-24,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
River's Still Running,High Valley,48,92255,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-04-17,2020-05-06,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polaroid,Keith Urban,61,3659788,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",77,2020-04-24,2020-05-06,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Going Going Gone,Ryan Griffin,53,6829,"['contemporary country', 'country pop']",47,2020-03-27,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,63,238213,['contemporary country'],72,2020-03-27,2020-05-06,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Idea,Ian McConnell,30,480,[],35,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Might Be Everything,Ian Munsick,45,12285,['wyoming roots'],50,2020-03-27,2020-05-06,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eyes Closed,Lakeview,44,295,['country pop'],39,2020-03-27,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lost,Jordan Brooker,45,1513,['country pop'],40,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ground I Grew Up On,Laine Hardy,56,44943,[],51,2020-04-10,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Double Take,Kristin Carter,31,408,[],28,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Helluva Band In Heaven,Jason Blaine,34,20620,"['canadian contemporary country', 'canadian country', 'country pop', 'country road', 'modern country rock']",36,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
One Day,Jackson Michelson,54,7236,['country pop'],46,2020-03-06,2020-05-06,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
homecoming queen?,Kelsea Ballerini,68,766823,"['contemporary country', 'pop', 'post-teen pop']",78,2020-03-20,2020-05-06,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Do Si Do (feat. Blanco Brown),Diplo,72,2221839,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop']",87,2020-04-17,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trash My Heart,Walker Hayes,51,220596,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",63,2020-04-24,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Local,Calynn Green,33,215,[],20,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Where the Heart Is,Brett Eldredge,55,1096842,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-04-17,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Chasing,Twinnie,45,3005,['country pop'],44,2020-04-17,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Woman in It,Cash Campbell,30,5911,['country pop'],42,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
No Brakes,The Wolfe Brothers,51,12681,['australian country'],47,2020-04-17,2020-05-06,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Southern Boy,Chevel Shepherd,29,4903,[],40,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Woah Down,Chingy,42,511110,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",62,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,49,3005,['country pop'],44,2020-03-20,2020-05-06,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brother,Tyler Braden,37,9582,['country pop'],49,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mommas,The Swon Brothers,36,37561,"['contemporary country', 'country pop', 'oklahoma country']",39,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Sunshine Girl - One World: Together At Home,Various Artists,46,886076,[],0,2020-04-19,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Most Beautiful Things,Tenille Townes,57,41805,"['alberta country', 'contemporary country', 'country pop']",63,2020-04-05,2020-05-06,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Higher Love - One World: Together At Home,Various Artists,69,886076,[],0,2020-04-19,2020-05-06,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I Need Love,Blanco Brown,55,95602,['country rap'],71,2020-03-13,2020-05-06,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Goin,Clay Walker,49,639064,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-04-24,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Year to Be Young 1994,Stephen Wilson Jr.,46,220,[],33,2020-03-13,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Love and Good Whiskey,Teddy Robb,42,3313,['country pop'],49,2020-04-17,2020-05-06,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,54,910,[],44,2020-03-27,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,56,2862,['country pop'],52,2020-03-20,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Together (We'll Get Through This),Steven Curtis Chapman,53,250259,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']",56,2020-05-01,2020-05-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
