Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2463341,"['contemporary country', 'country road']",81,2020-04-23,2020-05-19,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3696133,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-19,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,75,3344402,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-19,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2796091,['contemporary country'],86,2020-05-01,2020-05-19,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,71,525716,['contemporary country'],76,2020-05-01,2020-05-19,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,61,3110098,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-19,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,500949,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-19,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Me Lately,Filmore,59,23245,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-19,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,770836,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-19,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
More Than My Hometown,Morgan Wallen,78,541452,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-19,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,72,1240911,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-19,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,61,81460,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Break. Up. Drunk.,Chase Rice,62,756240,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-05-19,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2920146,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-19,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1747481,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-19,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Comeback,Noah Schnacky,55,25730,"['contemporary country', 'country pop']",57,2020-05-15,2020-05-19,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Almost Maybes,Jordan Davis,63,244455,['contemporary country'],73,2020-05-08,2020-05-19,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,73,5257807,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-19,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Best Thinkin',Clint Black,37,500700,"['country', 'country road', 'country rock']",61,2020-05-15,2020-05-19,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23124,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-19,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46700,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-19,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
All Night,Brothers Osborne,51,642710,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-19,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
BOOTS,HARDY,62,34009,['contemporary country'],68,2020-05-01,2020-05-19,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Where I'm From,The Reklaws,61,21474,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-19,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grew Up On That,High Valley,59,93194,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-19,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Girls Like Me (From Songland),Martina McBride,53,782820,"['contemporary country', 'country', 'country dawn', 'country road']",62,2020-05-04,2020-05-19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Easy Goin,Clay Walker,53,646611,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-04-24,2020-05-19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2016,Sam Hunt,71,1785838,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-19,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Going Going Gone,Ryan Griffin,53,6961,"['contemporary country', 'country pop']",47,2020-03-27,2020-05-19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Turn Up,Easton Corbin,46,649550,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-05-15,2020-05-19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Close,Jade Eagleson,54,7793,['canadian contemporary country'],50,2020-04-24,2020-05-19,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,33871,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-19,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gaslighter,Dixie Chicks,71,959837,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-19,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
I Don't Need To Know,Maddie & Tae,55,528269,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gabrielle,Brett Eldredge,63,1103736,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-05-19,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Need Love,Blanco Brown,55,97643,['country rap'],70,2020-03-13,2020-05-19,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,63,11389,[],63,2020-04-24,2020-05-19,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,52,870621,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-15,2020-05-19,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
On Me (feat. Ava Max),Various Artists,65,890613,[],0,2020-05-15,2020-05-19,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I Grew Up,Austin Burke,39,10244,"['contemporary country', 'country pop']",50,2020-05-15,2020-05-19,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Grew Apart,Logan Mize,57,55406,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-05-01,2020-05-19,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1493812,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-19,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
