Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2470074,"['contemporary country', 'country road']",81,2020-04-23,2020-05-20,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3702714,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-20,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,71,527721,['contemporary country'],76,2020-05-01,2020-05-20,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Be A Light,Thomas Rhett,75,3350375,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-20,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I Called Mama,Tim McGraw,61,3114046,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-20,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2807278,['contemporary country'],86,2020-05-01,2020-05-20,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,72,1243269,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-20,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Me Lately,Filmore,59,23314,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-20,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Every Other Memory,Ryan Hurd,61,81711,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-20,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,772070,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-20,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Hold You Tonight (with Chris Lane),Gryffin,75,502321,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-20,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2923543,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-20,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,62,757768,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-05-20,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,546473,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-20,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1749685,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-20,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
BOOTS,HARDY,62,34208,['contemporary country'],68,2020-05-01,2020-05-20,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,59,46770,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-20,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
All Night,Brothers Osborne,51,644294,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-20,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23190,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-20,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Comeback,Noah Schnacky,55,25914,"['contemporary country', 'country pop']",57,2020-05-15,2020-05-20,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
My Best Thinkin',Clint Black,37,501563,"['country', 'country road', 'country rock']",61,2020-05-15,2020-05-20,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Almost Maybes,Jordan Davis,63,246039,['contemporary country'],73,2020-05-08,2020-05-20,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,73,5265557,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-20,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,52,871836,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-15,2020-05-20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,63,11495,[],63,2020-04-24,2020-05-20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Turn Up,Easton Corbin,46,650387,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-05-15,2020-05-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,34198,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-20,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Girls Like Me (From Songland),Martina McBride,53,783848,"['contemporary country', 'country', 'country dawn', 'country road']",62,2020-05-04,2020-05-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Grew Up On That,High Valley,59,93434,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-20,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
On Me (feat. Ava Max),Various Artists,65,891291,[],0,2020-05-15,2020-05-20,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,71,960930,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-20,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gabrielle,Brett Eldredge,63,1105474,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-05-20,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy Goin,Clay Walker,53,647882,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-04-24,2020-05-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Apart,Logan Mize,57,55517,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-05-01,2020-05-20,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1496940,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-20,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
I Grew Up,Austin Burke,39,10263,"['contemporary country', 'country pop']",50,2020-05-15,2020-05-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Close,Jade Eagleson,54,7829,['canadian contemporary country'],50,2020-04-24,2020-05-20,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,55,97881,['country rap'],70,2020-03-13,2020-05-20,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Where I'm From,The Reklaws,61,21545,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-20,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,530224,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2016,Sam Hunt,71,1788005,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-20,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Going Going Gone,Ryan Griffin,53,6972,"['contemporary country', 'country pop']",47,2020-03-27,2020-05-20,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Young Love,Garrett Jacobs,40,2451,[],37,2020-04-24,2020-05-20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Day You'll Get It,High Valley,41,93434,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-15,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
My Sharona,Sara Evans,36,739528,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",59,2020-05-15,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bad Idea,Ian McConnell,45,583,[],37,2020-05-01,2020-05-20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All My Friends Drink Beer,Craig Campbell,51,227792,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",56,2020-05-08,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Here,Mitchell Tenpenny,58,139871,"['contemporary country', 'heartland rock']",70,2020-04-10,2020-05-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Never Have I Ever,Danielle Bradbery,55,187409,"['contemporary country', 'country', 'country pop', 'pop']",62,2020-05-08,2020-05-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hard To Forget,Sam Hunt,73,1788005,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-20,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Helluva Band In Heaven,Jason Blaine,36,20810,"['canadian contemporary country', 'canadian country', 'country pop', 'country road', 'modern country rock']",36,2020-04-24,2020-05-20,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Do Si Do (feat. Blanco Brown),Diplo,70,2230289,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop']",86,2020-04-17,2020-05-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Julianna Calm Down,Dixie Chicks,60,960930,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mattress On The Floor,Mo Pitney,29,19238,[],42,2020-05-15,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Song About You,Sam Grow,50,5452,"['contemporary country', 'country pop']",44,2020-04-17,2020-05-20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,54,7270,['country pop'],46,2020-03-06,2020-05-20,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
River's Still Running,High Valley,47,93434,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-04-17,2020-05-20,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cowboy Man,Peyton Parrish,24,4226,['country pop'],31,2020-05-10,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wild World,Kip Moore,63,871836,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-03-27,2020-05-20,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Beer's Better Cold,Travis Denning,35,17787,"['contemporary country', 'country pop']",63,2020-05-15,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,63,68471,"['contemporary country', 'texas country']",66,2020-04-10,2020-05-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Horseride,BRELAND,55,11495,[],63,2020-05-08,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Heart Stop,Turbo,49,909,[],37,2020-05-01,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hey World,Lee Brice,51,1243269,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-05-15,2020-05-20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Southpaw,Kip Moore,59,871836,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-04-17,2020-05-20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
