Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,936746,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-06,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,69,3646111,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-06,7,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
2016,Sam Hunt,66,1766296,"['contemporary country', 'country pop']",77,2020-04-03,2020-04-06,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Like A Man,Dallas Smith,45,45715,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-04-06,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,56,91010,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-04-06,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,56,1454557,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-04-06,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
The Stranger,Ingrid Andress,60,27873,"['contemporary country', 'country pop']",65,2020-03-27,2020-04-06,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,56,53880,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-04-06,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,51,90698,['country rap'],68,2020-03-13,2020-04-06,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Me Lately,Filmore,46,22173,"['contemporary country', 'country pop']",62,2020-04-03,2020-04-06,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,53,14581,"['contemporary country', 'country pop']",50,2020-03-03,2020-04-06,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
