Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Called Mama,Tim McGraw,62,3136495,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-03,7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Cool Again,Kane Brown,74,2510320,"['contemporary country', 'country road']",82,2020-04-23,2020-06-03,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No I in Beer,Brad Paisley,61,1762583,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-03,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,571880,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-03,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Six Feet Apart,Luke Combs,77,2886565,['contemporary country'],86,2020-05-01,2020-06-03,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,70,3735519,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-06-03,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,73,536659,['contemporary country'],76,2020-05-01,2020-06-03,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
One Of Them Girls,Lee Brice,76,1254985,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-03,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,67,254722,['contemporary country'],74,2020-05-08,2020-06-03,6,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,69,3376833,"['contemporary country', 'country', 'country road', 'modern country rock']",81,2020-05-06,2020-06-03,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2944151,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-06-03,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hot Sauce,BRELAND,59,13410,[],64,2020-05-22,2020-06-03,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Be A Light,Thomas Rhett,74,3376833,"['contemporary country', 'country', 'country road', 'modern country rock']",81,2020-03-30,2020-06-03,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Beer:30,Florida Georgia Line,68,3735519,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-05-22,2020-06-03,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Redwood Tree,Cam,51,137771,"['contemporary country', 'country', 'country pop']",59,2020-05-29,2020-06-03,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Break. Up. Drunk.,Chase Rice,68,765143,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-06-03,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Single Saturday Night,Cole Swindell,61,1317218,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-03,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,514129,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-03,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Me Lately,Filmore,59,23638,"['contemporary country', 'country pop']",61,2020-04-03,2020-06-03,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Every Other Memory,Ryan Hurd,63,83217,"['contemporary country', 'country pop']",65,2020-04-20,2020-06-03,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
One Margarita,Luke Bryan,75,5317283,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-06-03,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,60,47229,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-06-03,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,68,23613,"['contemporary country', 'country pop']",62,2020-04-14,2020-06-03,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,63,35504,['contemporary country'],69,2020-05-01,2020-06-03,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Everything Falls for You,Seaforth,49,9878,"['contemporary country', 'country pop']",61,2020-05-29,2020-06-03,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
