Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,932265,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-03-31,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,64,3633314,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",80,2020-03-27,2020-03-31,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,54,26075,"['contemporary country', 'country pop']",64,2020-03-27,2020-03-31,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
the other girl (with Halsey),Kelsea Ballerini,75,760960,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-31,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Last Time I Say Sorry,Kane Brown,66,2352366,"['contemporary country', 'country road']",79,2020-03-27,2020-03-31,6,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Better Off,Trace Adkins,52,1447595,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-03-31,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Hometown,Logan Mize,55,53579,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-31,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Grew Up On That,High Valley,54,90592,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-03-31,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,49,89591,['country rap'],67,2020-03-13,2020-03-31,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
In My Veins,Lauren Alaina,60,348549,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-31,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Good Ol' Girls,Jenee Fleenor,40,201,[],28,2020-03-13,2020-03-31,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
Slow Down,Gone West,51,14305,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-31,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me on You,Teddy Robb,45,3128,['country pop'],46,2020-03-20,2020-03-31,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,53,2466,['country pop'],50,2020-03-20,2020-03-31,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
One Day,Jackson Michelson,51,7203,['country pop'],48,2020-03-06,2020-03-31,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,52,224578,"['contemporary country', 'country road']",70,2020-03-27,2020-03-31,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,41,2437,['country pop'],36,2020-03-20,2020-03-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Whiskey On The Table,Alex Hall,36,783,[],39,2020-03-27,2020-03-31,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,50,36773,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-31,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild World,Kip Moore,54,853360,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2020-03-27,2020-03-31,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
