Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3687737,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-15,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,75,3337032,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-15,8,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
Lady,Brett Young,70,523428,['contemporary country'],76,2020-05-01,2020-05-15,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
2016,Sam Hunt,72,1782866,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-15,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Six Feet Apart,Luke Combs,76,2776306,['contemporary country'],85,2020-05-01,2020-05-15,6,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Cool Again,Kane Brown,74,2452121,"['contemporary country', 'country road']",81,2020-04-23,2020-05-15,6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,59,3102705,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-15,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,71,1237635,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-05-15,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,769355,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-15,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Cold Beer Calling My Name,Jameson Rodgers,69,23013,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-15,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Me Lately,Filmore,59,23172,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-15,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Almost Maybes,Jordan Davis,61,242678,['contemporary country'],72,2020-05-08,2020-05-15,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,61,1743733,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-15,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,61,81047,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-15,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2914134,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-15,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,498122,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-15,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
More Than My Hometown,Morgan Wallen,77,535079,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-15,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,63,11091,[],63,2020-04-24,2020-05-15,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gabrielle,Brett Eldredge,63,1101604,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-05-15,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BOOTS,HARDY,61,33667,['contemporary country'],68,2020-05-01,2020-05-15,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,73,5243571,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-15,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46563,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-15,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Better Off,Trace Adkins,59,1488658,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Where I'm From,The Reklaws,60,21261,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-15,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trash My Heart,Walker Hayes,53,222315,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",63,2020-04-24,2020-05-15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Going Going Gone,Ryan Griffin,53,6930,"['contemporary country', 'country pop']",47,2020-03-27,2020-05-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Grew Up On That,High Valley,59,92880,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-15,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
