Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2476884,"['contemporary country', 'country road']",81,2020-04-23,2020-05-22,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,77,2821622,['contemporary country'],86,2020-05-01,2020-05-22,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
I Called Mama,Tim McGraw,61,3118202,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-22,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Be A Light,Thomas Rhett,75,3355326,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-22,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,73,3709087,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-22,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,72,529442,['contemporary country'],76,2020-05-01,2020-05-22,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
More Than My Hometown,Morgan Wallen,78,550935,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-22,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2927262,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-22,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Me Lately,Filmore,59,23377,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-22,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,772688,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-22,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
One Of Them Girls,Lee Brice,73,1245643,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-22,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1752081,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-22,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,504756,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-22,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Almost Maybes,Jordan Davis,64,247597,['contemporary country'],73,2020-05-08,2020-05-22,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23276,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-22,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,62,34407,['contemporary country'],69,2020-05-01,2020-05-22,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,74,5274533,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-22,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beer:30,Florida Georgia Line,0,3709087,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-05-22,2020-05-22,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Every Other Memory,Ryan Hurd,62,82018,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-22,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Single Saturday Night,Cole Swindell,0,1308233,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-22,2020-05-22,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,65,759226,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-05-22,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,59,46838,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-22,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Comeback,Noah Schnacky,59,26231,"['contemporary country', 'country pop']",58,2020-05-15,2020-05-22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,55,98263,['country rap'],70,2020-03-13,2020-05-22,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
All Night,Brothers Osborne,53,645928,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-22,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Girls Like Me (From Songland),Martina McBride,54,785221,"['contemporary country', 'country', 'country dawn', 'country road']",62,2020-05-04,2020-05-22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Where I'm From,The Reklaws,61,21654,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-22,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,71,962518,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-22,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Good Day,Brett Eldredge,0,1107056,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-05-22,2020-05-22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,34446,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-22,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Close,Jade Eagleson,56,7873,['canadian contemporary country'],50,2020-04-24,2020-05-22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Show Me The Way,High Valley,0,93649,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-22,2020-05-22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Grew Apart,Logan Mize,58,55619,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-05-01,2020-05-22,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1500609,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,63,11723,[],63,2020-04-24,2020-05-22,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hot Sauce,BRELAND,0,11723,[],63,2020-05-22,2020-05-22,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,56,361345,"['contemporary country', 'country', 'country dawn', 'country road']",74,2020-03-06,2020-05-22,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
