Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,53,908852,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-06,8,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
In My Veins,Lauren Alaina,0,340897,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",73,2020-03-06,2020-03-06,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
One Day,Jackson Michelson,0,7124,['country pop'],53,2020-03-06,2020-03-06,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Moose Knuckle Shuffle,Hot Country Knights,0,2439,[],48,2020-03-06,2020-03-06,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,25,13435,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-06,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,0,2206,['country pop'],30,2020-03-06,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,0,1846,['country pop'],42,2020-03-06,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,0,36114,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-06,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,0,57779,"['arkansas country', 'contemporary country', 'country pop']",59,2020-03-06,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
What Are You Gonna Tell Her?,Mickey Guyton,0,24916,"['contemporary country', 'country pop']",46,2020-03-06,2020-03-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Talkin' About Last Night,Steven Lee Olsen,0,8901,"['canadian contemporary country', 'canadian country']",40,2020-03-06,2020-03-06,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pawn Shop,Brandy Clark,0,34672,"['contemporary country', 'country pop']",46,2020-03-06,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,0,173,[],18,2020-03-06,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Real Talk,Angie K,0,3390,[],45,2020-03-06,2020-03-06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Mess,Nice Horse,0,1367,['alberta country'],15,2020-03-06,2020-03-06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Pain,Swamp Dogg,0,13880,"['soul', 'southern soul']",46,2020-03-06,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,0,91603,"['contemporary country', 'redneck']",60,2020-03-06,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,0,4865,['country pop'],28,2020-03-06,2020-03-06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
