Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,100,Afro Bashment,Alternative Hip Hop,Bedroom Jams,Channel X,Clout Culture,Get Turnt,Grime Shutdown,Hip-Hop Central,Hot Hip Hop,Hot Hits Australia,Hot Hits New Zealand,Hot Hits UK,Hot Rhythmic,"Love, Sex, & Water",Mellow Bars,Mind Right,Most Necessary,New Music Now,Power Workout,R&B Right Now,Rap UK,Rap Workout,RapCaviar,Signed XOXO,Singled Out,Swag!,The Newness,The Realest Down South,Top Hits Deutschland,Top Hits NL,Urban Flavour,Who We Be,Workout Twerkout
Wie ein Präsident,BRADO,24,29822,['german hip hop'],61,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keine Gefangenen,B-Tight,8,67934,"['deep german hip hop', 'german hip hop']",52,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1+1,Ayden,15,993,['dutch r&b'],47,2020-02-19,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROXANNE - Remix,Arizona Zervas,25,252727,['pop rap'],89,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP 3,Architrackz,10,19171,"['dutch hip hop', 'dutch pop', 'dutch urban']",65,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortez,Anonym,23,36629,['german hip hop'],57,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lionel,Ahmad Amin,3,978,[],51,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camera's Rolling,Agnes Obel,19,508863,"['chamber pop', 'focus']",67,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Me,5 Seconds of Summer,42,5776767,"['boy band', 'dance pop', 'pop', 'post-teen pop']",88,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Packs auf mir,102 Boyz,23,86187,"['german alternative rap', 'german cloud rap', 'german hip hop', 'german trap']",69,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
That Girl,Feder,11,142478,"['new french touch', 'tropical house']",61,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autobass,Frauenarzt,10,43823,['german hip hop'],50,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alles was ich hab,Fynn Kliemann,27,132235,"['german indie', 'german pop', 'german rock']",66,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vorið,GDRN,0,4163,['icelandic pop'],42,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drama,Mois,28,32216,"['deep german hip hop', 'german hip hop']",55,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nobody's Favourite,Mobley,16,4289,[],25,2020-02-19,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearls,Mo Lowda & the Humble,2,19774,['philly indie'],49,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Let It Go,Misha,29,1021,['chillhop'],49,2020-02-19,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switch,Masked Wolf,15,3020,['australian hip hop'],48,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHATDOISAY?,Maggie Miles,28,885,[],29,2020-02-18,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sentiments,Lyms,4,236,[],35,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie,Lil Lano,29,174725,"['deep german hip hop', 'german cloud rap', 'german hip hop']",71,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Loneliness,Lauv,52,2313245,"['pop', 'post-teen pop']",90,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poor Me,Lakeview,0,54,[],0,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rnb Love,L CIANO,7,3261,"['dutch hip hop', 'dutch urban']",46,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GQ & TMZ,Kronkel Dom,9,4176,[],41,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taschen leer,Krime,18,11035,['german hip hop'],47,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,King Krule,46,451439,"['art pop', 'indietronica']",68,2020-02-18,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Here And Now,Kenny Chesney,19,2826694,"['contemporary country', 'country', 'country road']",77,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spitzenprodukt,Karate Andi,16,72332,"['deep german hip hop', 'german hip hop', 'indie deutschrap']",56,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signs,Jordan Rakei,33,181324,"['alternative r&b', 'funk', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",67,2020-02-19,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is Us,Jimmie Allen,25,49684,"['contemporary country', 'country pop']",66,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drug Dealers Dream,JURI,28,22415,"['deep german hip hop', 'german hip hop']",54,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
makeup drawer,Isaac Dunbar,34,26818,[],54,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleed,Inferno,5,247,[],19,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo bist du (feat. Ramo),Hemso,24,27071,"['deep german hip hop', 'german hip hop', 'german underground rap']",64,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rache der Laster,Haze,20,107452,"['german cloud rap', 'german hip hop', 'schweizer rap']",60,2020-02-20,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slow,Hauskey,20,116,[],32,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F**ked Up,Haristone,8,95651,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']",52,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caught In The Middle,Half the Animal,1,5947,[],42,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
You'll miss me when I'm not around,Grimes,29,989676,"['art pop', 'canadian electropop', 'chillwave', 'dance pop', 'electropop', 'escape room', 'experimental pop', 'grave wave', 'indie pop', 'indietronica', 'metropopolis']",74,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAA,Greeny,8,7852,['german trap'],51,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Your Love (Déjà Vu),Glass Animals,56,1060004,"['gauze pop', 'indie pop', 'modern rock', 'shiver pop']",75,2020-02-19,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shadowplay,santpoort,0,5123,"['chillhop', 'lo-fi beats']",56,2020-02-21,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
