Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,75,2534117,"['contemporary country', 'country road']",82,2020-04-23,2020-06-12,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,74,542113,['contemporary country'],77,2020-05-01,2020-06-12,7,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,63,3148453,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-12,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Be A Light,Thomas Rhett,75,3390667,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-03-30,2020-06-12,6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
No I in Beer,Brad Paisley,62,1769259,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-12,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,67,3752738,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-06-12,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
One Of Them Girls,Lee Brice,77,1261733,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-12,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,588133,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-12,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,71,3390667,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-05-06,2020-06-12,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
One Margarita,Luke Bryan,76,5346144,"['contemporary country', 'country', 'country road']",81,2020-03-13,2020-06-12,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Single Saturday Night,Cole Swindell,64,1323598,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-12,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,521918,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-12,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Almost Maybes,Jordan Davis,70,259422,['contemporary country'],74,2020-05-08,2020-06-12,5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Six Feet Apart,Luke Combs,77,2932464,['contemporary country'],86,2020-05-01,2020-06-12,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Redwood Tree,Cam,56,138778,"['contemporary country', 'country pop']",60,2020-05-29,2020-06-12,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Break. Up. Drunk.,Chase Rice,69,769162,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-06-12,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Sauce,BRELAND,62,14312,[],65,2020-05-22,2020-06-12,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,68,23881,"['contemporary country', 'country pop']",62,2020-04-14,2020-06-12,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady A,66,2955873,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-06-12,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,63,84049,"['contemporary country', 'country pop']",65,2020-04-20,2020-06-12,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,71,777435,"['contemporary country', 'pop']",77,2020-03-20,2020-06-12,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Me Lately,Filmore,59,23817,"['contemporary country', 'country pop']",61,2020-04-03,2020-06-12,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Black Like Me,Mickey Guyton,66,27595,"['contemporary country', 'country pop']",56,2020-06-02,2020-06-12,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Everything Falls for You,Seaforth,56,10008,"['contemporary country', 'country pop']",62,2020-05-29,2020-06-12,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Worldwide Beautiful,Kane Brown,66,2534117,"['contemporary country', 'country road']",82,2020-06-04,2020-06-12,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,60,47498,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-06-12,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Easy,John King,51,7268,"['contemporary country', 'country pop']",44,2020-05-22,2020-06-12,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,63,36364,"['contemporary country', 'country pop']",64,2020-03-27,2020-06-12,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
I Don't Need To Know,Maddie & Tae,56,543635,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Grew Up On That,High Valley,60,95339,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",61,2020-03-13,2020-06-12,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,64,36236,['contemporary country'],69,2020-05-01,2020-06-12,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Where I'm From,The Reklaws,62,22602,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-06-12,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Day,Brett Eldredge,58,1118725,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-05-22,2020-06-12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Die From A Broken Heart,Maddie & Tae,67,543635,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-12,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Better Off,Trace Adkins,57,1526636,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",68,2020-03-20,2020-06-12,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Comeback,Noah Schnacky,63,29488,"['contemporary country', 'country pop']",60,2020-05-15,2020-06-12,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Grew Up,Austin Burke,55,10585,"['contemporary country', 'country pop']",52,2020-05-15,2020-06-12,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Drinking Season,Brad Cox,46,6727,['australian country'],49,2020-06-05,2020-06-12,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,58,885032,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-06-12,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
She's Mine,Kip Moore,58,885032,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-29,2020-06-12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Can't Stay Here,Tucker Beathard,50,40325,"['contemporary country', 'country pop']",48,2020-05-29,2020-06-12,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Young Love,Austin Burke,46,10585,"['contemporary country', 'country pop']",52,2020-06-05,2020-06-12,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
