Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Lady,Brett Young,74,544024,['contemporary country'],77,2020-05-01,2020-06-15,7,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,63,3153119,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-15,7,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Cool Again,Kane Brown,75,2542137,"['contemporary country', 'country road']",82,2020-04-23,2020-06-15,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,74,3395751,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-03-30,2020-06-15,6,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,66,3759068,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",84,2020-03-27,2020-06-15,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No I in Beer,Brad Paisley,62,1771643,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-15,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,527452,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-06-15,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Single Saturday Night,Cole Swindell,64,1326071,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-06-15,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,593426,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-15,5,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Black Like Me,Mickey Guyton,68,27916,"['contemporary country', 'country pop']",57,2020-06-02,2020-06-15,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Six Feet Apart,Luke Combs,77,2948826,['contemporary country'],86,2020-05-01,2020-06-15,5,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,76,5357173,"['contemporary country', 'country', 'country road']",81,2020-03-13,2020-06-15,5,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,77,1264012,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-15,5,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,70,261047,['contemporary country'],74,2020-05-08,2020-06-15,5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,56,545360,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-15,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
If I Was a Bar,Matt Stell,42,18884,"['arkansas country', 'contemporary country', 'country pop']",65,2020-06-12,2020-06-15,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Summer Time,James Barker Band,45,72202,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",57,2020-06-12,2020-06-15,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Second Guessing - From Songland,Florida Georgia Line,70,3759068,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",84,2020-05-22,2020-06-15,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Build Me A Daddy,Luke Bryan,57,5357173,"['contemporary country', 'country', 'country road']",81,2020-06-12,2020-06-15,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23888,"['contemporary country', 'country pop']",61,2020-04-03,2020-06-15,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Every Other Memory,Ryan Hurd,63,84352,"['contemporary country', 'country pop']",65,2020-04-20,2020-06-15,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Everything Falls for You,Seaforth,56,10051,"['contemporary country', 'country pop']",62,2020-05-29,2020-06-15,4,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,60,47583,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-06-15,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,72,3395751,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-05-06,2020-06-15,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Worldwide Beautiful,Kane Brown,68,2542137,"['contemporary country', 'country road']",82,2020-06-04,2020-06-15,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Loves You The Most,Zac Brown Band,57,2163951,"['contemporary country', 'country', 'country road', 'modern country rock']",78,2020-06-12,2020-06-15,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,71,778059,"['contemporary country', 'pop']",77,2020-03-20,2020-06-15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Die From A Broken Heart,Maddie & Tae,68,545360,"['contemporary country', 'country', 'country pop']",69,2020-04-10,2020-06-15,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The World Goes On,Jamie O'Neal,47,75472,"['contemporary country', 'country', 'country dawn', 'country road']",44,2020-05-29,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Footprints On The Moon,Gabby Barrett,46,62138,"['contemporary country', 'country pop']",70,2020-06-12,2020-06-15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Say in This,Spencer Crandall,39,27763,"['contemporary country', 'country pop']",55,2020-06-12,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Comeback,Noah Schnacky,63,29884,"['contemporary country', 'country pop']",60,2020-05-15,2020-06-15,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Young Love,Austin Burke,49,10613,"['contemporary country', 'country pop']",52,2020-06-05,2020-06-15,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Two Hearts and a Diamond,Jesse Labelle,28,3323,"['alternative pop rock', 'canadian pop']",34,2020-06-12,2020-06-15,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Happened on a Saturday Night,Tebey,35,9949,"['canadian contemporary country', 'canadian country']",45,2020-06-12,2020-06-15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,68,23960,"['contemporary country', 'country pop']",62,2020-04-14,2020-06-15,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Off,Trace Adkins,57,1530688,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",68,2020-03-20,2020-06-15,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
On Me (feat. Ava Max),Various Artists,78,894941,[],0,2020-05-15,2020-06-15,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,61,2251088,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop']",87,2020-05-29,2020-06-15,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Where I'm From,The Reklaws,62,22727,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-06-15,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ghost Town,Mike Ryan,52,33300,"['contemporary country', 'red dirt', 'texas country']",58,2020-05-15,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
The Stranger,Ingrid Andress,62,36613,"['contemporary country', 'country pop']",64,2020-03-27,2020-06-15,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Get There Tonight,Clare Dunn,33,31707,"['contemporary country', 'country pop']",53,2020-06-12,2020-06-15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Rock and Roses,Levi Hummon,39,15660,"['contemporary country', 'country pop']",58,2020-06-12,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Redwood Tree,Cam,57,139132,"['contemporary country', 'country pop']",60,2020-05-29,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Good Day,Brett Eldredge,58,1120436,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-05-22,2020-06-15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Spur of the Moment,Kylie Frey,51,1833,[],40,2020-05-15,2020-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Drinking Season,Brad Cox,48,6760,['australian country'],49,2020-06-05,2020-06-15,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
She's Mine,Kip Moore,58,886598,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-29,2020-06-15,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Song About You,Sam Grow,57,5615,['country pop'],48,2020-04-17,2020-06-15,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
