Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,928735,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-27,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,0,3623746,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",80,2020-03-27,2020-03-27,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,48,1442573,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-03-27,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,758192,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-27,5,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Hometown,Logan Mize,54,53380,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-27,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,0,2340656,"['contemporary country', 'country road']",79,2020-03-27,2020-03-27,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Grew Up On That,High Valley,52,90314,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-03-27,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Me on You,Teddy Robb,42,3091,['country pop'],45,2020-03-20,2020-03-27,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,47,88843,['country rap'],67,2020-03-13,2020-03-27,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,50,2399,['country pop'],50,2020-03-20,2020-03-27,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,0,24413,"['contemporary country', 'country pop']",63,2020-03-27,2020-03-27,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,347257,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-27,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Slow Down,Gone West,51,14155,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-27,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
