Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2482788,"['contemporary country', 'country road']",81,2020-04-23,2020-05-24,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,77,2832991,['contemporary country'],86,2020-05-01,2020-05-24,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,74,1247276,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-24,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Be A Light,Thomas Rhett,74,3359163,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-24,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I Called Mama,Tim McGraw,61,3121884,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-24,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
I Love My Country,Florida Georgia Line,73,3714457,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-24,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,72,530645,['contemporary country'],76,2020-05-01,2020-05-24,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Single Saturday Night,Cole Swindell,51,1309828,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-22,2020-05-24,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,67,760344,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-05-24,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,74,5282616,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-24,5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1754088,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-24,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Me Lately,Filmore,59,23425,"['contemporary country', 'country pop']",61,2020-04-03,2020-05-24,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Beer:30,Florida Georgia Line,59,3714457,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-05-22,2020-05-24,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,554443,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-24,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,506652,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-24,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Almost Maybes,Jordan Davis,64,249000,['contemporary country'],73,2020-05-08,2020-05-24,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Sauce,BRELAND,46,12175,[],63,2020-05-22,2020-05-24,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,773185,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-24,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Champagne Night - From Songland,Lady Antebellum,66,2930373,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-24,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Soldier,Craig Morgan,38,632297,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-05-22,2020-05-24,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Every Other Memory,Ryan Hurd,62,82241,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-24,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BOOTS,HARDY,62,34610,['contemporary country'],69,2020-05-01,2020-05-24,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Comeback,Noah Schnacky,60,26478,"['contemporary country', 'country pop']",58,2020-05-15,2020-05-24,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
On Me (feat. Ava Max),Various Artists,71,892803,[],0,2020-05-15,2020-05-24,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
The Luckiest,Josh Abbott Band,40,171452,"['contemporary country', 'country road', 'modern country rock', 'red dirt', 'texas country']",57,2020-05-22,2020-05-24,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
In The Woulds (feat. Chase Rice & Lauren Alaina),BRELAND,34,12175,[],63,2020-05-22,2020-05-24,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23329,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-24,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46911,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-24,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,533124,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Where I'm From,The Reklaws,61,21744,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-24,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Easy,John King,24,7173,"['contemporary country', 'country pop']",39,2020-05-22,2020-05-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
