Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,72,3670652,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-18,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Gaslighter,Dixie Chicks,75,945115,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-18,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2016,Sam Hunt,73,1779910,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-18,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,51,21687,"['contemporary country', 'country pop']",57,2020-04-14,2020-04-18,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,74,2401745,"['contemporary country', 'country road']",80,2020-03-27,2020-04-18,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
The Stranger,Ingrid Andress,64,29944,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-18,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Better Off,Trace Adkins,58,1468400,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-18,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
No I in Beer,Brad Paisley,33,1734925,"['contemporary country', 'country', 'country road']",70,2020-04-15,2020-04-18,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,768556,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-18,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Hold You Tonight (with Chris Lane),Gryffin,71,485397,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",78,2020-04-07,2020-04-18,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
More Than My Hometown,Morgan Wallen,0,490835,"['contemporary country', 'country road', 'deep talent show']",80,2020-04-17,2020-04-18,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
