Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,934455,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-03,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,67,3639695,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-03,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,58,27113,"['contemporary country', 'country pop']",65,2020-03-27,2020-04-03,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Hometown,Logan Mize,56,53729,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-04-03,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,54,1451076,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-04-03,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,70,2360903,"['contemporary country', 'country road']",79,2020-03-27,2020-04-03,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Grew Up On That,High Valley,55,90802,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-04-03,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2016,Sam Hunt,0,1757908,"['contemporary country', 'country pop']",75,2020-04-03,2020-04-03,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,762607,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-03,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Slow Down,Gone West,52,14429,"['contemporary country', 'country pop']",50,2020-03-03,2020-04-03,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,50,90119,['country rap'],67,2020-03-13,2020-04-03,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
In My Veins,Lauren Alaina,60,349525,"['contemporary country', 'country', 'country dawn', 'country road']",73,2020-03-06,2020-04-03,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Like A Man,Dallas Smith,0,45546,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-04-03,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,0,22007,"['contemporary country', 'country pop']",61,2020-04-03,2020-04-03,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,47,3141,['country pop'],46,2020-03-20,2020-04-03,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,52,7215,['country pop'],48,2020-03-06,2020-04-03,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,43,209,[],30,2020-03-13,2020-04-03,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,60,762607,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-03,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Wild World,Kip Moore,58,854881,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2020-03-27,2020-04-03,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Be A Light,Various Artists,53,875053,[],0,2020-03-30,2020-04-03,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,54,2512,['country pop'],50,2020-03-20,2020-04-03,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,42,797,[],39,2020-03-27,2020-04-03,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,56,225947,"['contemporary country', 'country road']",71,2020-03-27,2020-04-03,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,45,5061,"['australian country', 'country pop']",42,2020-03-13,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,50,36868,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-04-03,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,46,18961,[],42,2020-03-13,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The USA Begins With US,Hot Country Knights,0,3719,[],45,2020-04-03,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
How The Car's Running,Emily Ann Roberts,35,8281,[],32,2020-03-20,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Before You,Drew Baldridge,45,15627,"['contemporary country', 'country pop']",43,2020-03-26,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
If I Can't Have You,Sara Evans,42,726232,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",57,2020-03-20,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Here I Am,Renee Blair,50,2422,"['contemporary country', 'country pop']",38,2020-03-06,2020-04-03,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
