Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,71,3660375,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-13,9,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
Gaslighter,Dixie Chicks,75,941530,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-13,8,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
2016,Sam Hunt,72,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1462454,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-13,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,57,91435,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56,2020-03-13,2020-04-13,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,63,29079,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-13,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
the other girl (with Halsey),Kelsea Ballerini,76,766636,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-13,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
One Of Them Girls,Lee Brice,57,1224051,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-04-10,2020-04-13,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hometown,Logan Mize,57,54174,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-13,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,53,91998,['country rap'],69,2020-03-13,2020-04-13,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Slow Down,Gone West,54,15094,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-13,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,67,481193,"['dance pop', 'edm', 'pop', 'pop edm', 'tropical house']",78,2020-04-07,2020-04-13,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,53,45944,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-13,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,61,230553,['contemporary country'],72,2020-03-27,2020-04-13,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild World,Kip Moore,62,859706,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-03-27,2020-04-13,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,74,2388126,"['contemporary country', 'country road']",80,2020-03-27,2020-04-13,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Round and Round,Troy Cartwright,36,5698,['country pop'],45,2020-04-10,2020-04-13,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,67,3315135,"['contemporary country', 'country', 'country road', 'modern country rock']",78,2020-03-30,2020-04-13,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Record High,Sykamore,37,964,"['alberta country', 'canadian contemporary country']",29,2020-04-03,2020-04-13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,64,766636,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-13,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Never Will,Ashley McBryde,54,63666,"['arkansas country', 'contemporary country', 'country pop']",61,2020-04-03,2020-04-13,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Knowing You,Kenny Chesney,55,2901403,"['contemporary country', 'country', 'country road']",76,2020-04-10,2020-04-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ground I Grew Up On,Laine Hardy,40,43132,[],47,2020-04-10,2020-04-13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,51,3196,['country pop'],47,2020-03-20,2020-04-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,49,512743,"['contemporary country', 'country', 'country pop']",66,2020-04-10,2020-04-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,54,22437,"['contemporary country', 'country pop']",62,2020-04-03,2020-04-13,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7241,['country pop'],47,2020-03-06,2020-04-13,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,49,834,[],41,2020-03-27,2020-04-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2618,['country pop'],51,2020-03-20,2020-04-13,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Young Once,Sam Hunt,68,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Something About You,Seth Alley,52,1951,['country pop'],43,2020-03-06,2020-04-13,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,49,5091,"['australian country', 'contemporary country', 'country pop']",43,2020-03-13,2020-04-13,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Whiskey Down the Drain,Jacob Bryant,35,26104,"['country pop', 'redneck']",49,2020-04-10,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nothing New,Jeffrey East,31,1977,['nashville singer-songwriter'],45,2020-04-03,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
What's Up Cuz,Toby Keith,53,1228966,"['contemporary country', 'country', 'country road', 'oklahoma country']",71,2020-04-03,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Halfway Home,Jess Moskaluke,10,20586,"['canadian contemporary country', 'canadian country', 'viral pop']",46,2020-04-10,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wild and Free,John Anderson,34,248101,"['country', 'country road', 'country rock']",57,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dock Rock,The Washboard Union,31,17667,"['canadian contemporary country', 'canadian country', 'washboard']",45,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Side Piece,Julia Cole,26,8416,['country pop'],33,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,44,2510,['country pop'],36,2020-03-20,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Most Beautiful Things,Tenille Townes,44,39109,"['alberta country', 'contemporary country', 'country pop']",61,2020-04-05,2020-04-13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
homecoming queen?,Kelsea Ballerini,65,766636,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-13,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Can't Not,Steven Lee Olsen,38,9201,"['canadian contemporary country', 'canadian country', 'country pop']",40,2020-03-20,2020-04-13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
In My Veins,Lauren Alaina,60,352647,"['contemporary country', 'country', 'country dawn', 'country road']",73,2020-03-06,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
My Dogs Are Home,Tara Thompson,28,4849,['country pop'],21,2020-04-03,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,67,5179220,"['contemporary country', 'country', 'country road']",79,2020-03-13,2020-04-13,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Here,Mitchell Tenpenny,50,131360,"['contemporary country', 'country pop', 'heartland rock']",69,2020-04-10,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Even If You Missed Me,Nikita Karmen,24,3315,['country pop'],25,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,53,63818,['texas country'],64,2020-04-10,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nothing Lasts Forever,Sam Hunt,64,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Let It Down,Sam Hunt,65,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Breaking Up Was Easy In The 90's,Sam Hunt,67,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hard To Forget,Sam Hunt,68,1775185,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-13,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
My Kinda Country,TJ Harris,26,345,[],15,2020-03-27,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
If I Can't Have You,Sara Evans,44,730285,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",58,2020-03-20,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Ain't Lookin' Back,Mo Pitney,48,19045,[],42,2020-03-13,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Back Porch,Willie Jones,43,9061,['contemporary country'],49,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
We Can Get Through This,Brandon Ray,27,6741,"['country pop', 'heartland rock']",32,2020-04-10,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Before You,Drew Baldridge,50,15742,"['contemporary country', 'country pop']",44,2020-03-26,2020-04-13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
