Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,74,3661535,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-02,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,30,2708378,['contemporary country'],86,2020-05-01,2020-05-02,6,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
2016,Sam Hunt,74,1773167,"['contemporary country', 'country pop']",80,2020-04-03,2020-05-02,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3313897,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-02,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,21,514951,['contemporary country'],76,2020-05-01,2020-05-02,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
BOOTS,HARDY,11,32345,['contemporary country'],68,2020-05-01,2020-05-02,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22582,"['contemporary country', 'country pop']",63,2020-04-14,2020-05-02,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,58,46165,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-05-02,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,488124,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-02,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Every Other Memory,Ryan Hurd,58,79643,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-02,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,65,31813,"['contemporary country', 'country pop']",67,2020-03-27,2020-05-02,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Cool Again,Kane Brown,71,2417149,"['contemporary country', 'country road']",81,2020-04-23,2020-05-02,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,75,947754,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-02,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hometown,Logan Mize,59,54566,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-05-02,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2895827,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",75,2020-04-13,2020-05-02,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,60,9809,[],65,2020-04-24,2020-05-02,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
More Than My Hometown,Morgan Wallen,76,512684,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-02,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Got Me (feat. Shane & Shane),Gabby Barrett,21,53278,"['contemporary country', 'country pop']",69,2020-05-01,2020-05-02,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,91983,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-02,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
