Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2480010,"['contemporary country', 'country road']",81,2020-04-23,2020-05-23,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Lady,Brett Young,72,530078,['contemporary country'],76,2020-05-01,2020-05-23,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Be A Light,Thomas Rhett,74,3357151,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-23,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I Called Mama,Tim McGraw,61,3119985,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-23,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
One Of Them Girls,Lee Brice,74,1246425,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-23,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,73,3711647,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-23,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,77,2827168,['contemporary country'],86,2020-05-01,2020-05-23,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1753067,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-23,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,66,759802,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-05-23,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Almost Maybes,Jordan Davis,64,248385,['contemporary country'],73,2020-05-08,2020-05-23,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,505836,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-23,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Single Saturday Night,Cole Swindell,20,1309056,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-22,2020-05-23,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
One Margarita,Luke Bryan,74,5278461,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-23,5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2928760,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-23,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,552664,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-23,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,772917,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-23,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Beer:30,Florida Georgia Line,24,3711647,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-05-22,2020-05-23,5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23404,"['contemporary country', 'country pop']",61,2020-04-03,2020-05-23,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
The Luckiest,Josh Abbott Band,4,171336,"['contemporary country', 'country road', 'modern country rock', 'red dirt', 'texas country']",57,2020-05-22,2020-05-23,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23308,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-23,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46868,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-23,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Every Other Memory,Ryan Hurd,62,82129,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-23,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BOOTS,HARDY,62,34520,['contemporary country'],69,2020-05-01,2020-05-23,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Sauce,BRELAND,17,11991,[],63,2020-05-22,2020-05-23,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
On Me (feat. Ava Max),Various Artists,71,892428,[],0,2020-05-15,2020-05-23,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Comeback,Noah Schnacky,59,26367,"['contemporary country', 'country pop']",58,2020-05-15,2020-05-23,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Where I'm From,The Reklaws,61,21700,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-23,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Easy,John King,2,7166,"['contemporary country', 'country pop']",39,2020-05-22,2020-05-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Show Me The Way,High Valley,7,93768,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-22,2020-05-23,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Gaslighter,Dixie Chicks,71,963193,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-23,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Grew Apart,Logan Mize,58,55668,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-05-01,2020-05-23,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Salt and Lime,Clare Dunn,0,31451,"['contemporary country', 'country pop']",51,2020-05-22,2020-05-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,532537,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Girls Like Me (From Songland),Martina McBride,54,785770,"['contemporary country', 'country', 'country dawn', 'country road']",62,2020-05-04,2020-05-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
The Stranger,Ingrid Andress,64,34557,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-23,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Close,Jade Eagleson,56,7889,['canadian contemporary country'],50,2020-04-24,2020-05-23,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
All Night,Brothers Osborne,54,646631,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-23,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Soldier,Craig Morgan,7,631774,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-05-22,2020-05-23,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,55,873876,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-15,2020-05-23,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,64,3357151,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-05-06,2020-05-23,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
