Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,73,3677170,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-21,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Gaslighter,Dixie Chicks,75,947438,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-04-21,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2016,Sam Hunt,74,1782659,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-21,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,66,22140,"['contemporary country', 'country pop']",60,2020-04-14,2020-04-21,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,61,2907582,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",74,2020-04-13,2020-04-21,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,75,2409985,"['contemporary country', 'country road']",80,2020-03-27,2020-04-21,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
No I in Beer,Brad Paisley,56,1737916,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-04-21,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1472110,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-21,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,769673,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-21,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
The Stranger,Ingrid Andress,64,30396,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-21,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
More Than My Hometown,Morgan Wallen,70,496792,"['contemporary country', 'country road', 'deep talent show']",81,2020-04-17,2020-04-21,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,73,487818,"['dance pop', 'edm', 'pop', 'tropical house']",79,2020-04-07,2020-04-21,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Be A Light,Thomas Rhett,71,3330164,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-21,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Hometown,Logan Mize,58,54546,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-21,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,65,1230567,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-04-21,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,60,65079,"['contemporary country', 'texas country']",65,2020-04-10,2020-04-21,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Like A Man,Dallas Smith,56,46210,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-21,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,55,15505,"['contemporary country', 'country pop']",52,2020-03-03,2020-04-21,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me Lately,Filmore,57,22720,"['contemporary country', 'country pop']",63,2020-04-03,2020-04-21,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Heroes,Summer Overstreet,25,171,[],37,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,92017,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-03-13,2020-04-21,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Love and Good Whiskey,Teddy Robb,34,3255,['country pop'],48,2020-04-17,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
No Brakes,The Wolfe Brothers,42,12529,['australian country'],46,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
River's Still Running,High Valley,43,92017,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Do Si Do (feat. Blanco Brown),Diplo,67,2242509,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop', 'tropical house']",87,2020-04-17,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Send It My Way,Shawn Austin,29,4331,"['canadian contemporary country', 'canadian country', 'country pop']",38,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Year to Be Young 1994,Stephen Wilson Jr.,36,181,[],23,2020-03-13,2020-04-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Gabrielle,Brett Eldredge,58,1100455,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",66,2020-04-17,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Circles,The Cadillac Three,45,105641,"['contemporary country', 'country pop', 'modern southern rock']",59,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7249,['country pop'],47,2020-03-06,2020-04-21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,67,769673,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-21,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Wild World,Kip Moore,63,864099,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-03-27,2020-04-21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,63,234334,['contemporary country'],72,2020-03-27,2020-04-21,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Light On,Kaylee Bell,51,5130,"['australian country', 'contemporary country', 'country pop']",44,2020-03-13,2020-04-21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,53,870,[],44,2020-03-27,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Round and Round,Troy Cartwright,46,5766,['country pop'],47,2020-04-10,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,55,93582,['country rap'],70,2020-03-13,2020-04-21,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cowboy Cool,William Michael Morgan,41,30424,"['contemporary country', 'country pop', 'modern country rock']",47,2020-04-17,2020-04-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2696,"['contemporary country', 'country pop']",52,2020-03-20,2020-04-21,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Southpaw,Kip Moore,55,864099,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-04-17,2020-04-21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
