Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Be A Light,Thomas Rhett,75,3335250,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-14,8,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,73,3685693,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-14,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Lady,Brett Young,70,522815,['contemporary country'],76,2020-05-01,2020-05-14,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
Almost Maybes,Jordan Davis,60,242133,['contemporary country'],72,2020-05-08,2020-05-14,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
I Called Mama,Tim McGraw,58,3101116,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-14,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2770886,['contemporary country'],85,2020-05-01,2020-05-14,6,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Cool Again,Kane Brown,74,2449366,"['contemporary country', 'country road']",81,2020-04-23,2020-05-14,6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
2016,Sam Hunt,72,1782176,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-14,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
One Of Them Girls,Lee Brice,70,1236781,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-05-14,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,497318,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-14,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
No I in Beer,Brad Paisley,61,1742859,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-14,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2912737,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-14,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,22987,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-14,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,769064,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-14,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Every Other Memory,Ryan Hurd,61,80939,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-14,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Me Lately,Filmore,59,23142,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-14,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
