Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,71,3662268,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-14,9,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
Gaslighter,Dixie Chicks,75,942151,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-14,8,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
2016,Sam Hunt,72,1776098,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-14,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,58,1463516,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-14,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,57,91504,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56,2020-03-13,2020-04-14,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,63,29236,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-14,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
the other girl (with Halsey),Kelsea Ballerini,76,766992,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-14,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
One Of Them Girls,Lee Brice,58,1224799,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-04-10,2020-04-14,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Hometown,Logan Mize,57,54215,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-14,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,54,92180,['country rap'],69,2020-03-13,2020-04-14,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Slow Down,Gone West,54,15156,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-14,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
