Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,72,3668514,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-17,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Gaslighter,Dixie Chicks,75,944315,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-17,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2016,Sam Hunt,73,1778957,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-17,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
the other girl (with Halsey),Kelsea Ballerini,76,768194,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-17,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Last Time I Say Sorry,Kane Brown,74,2398948,"['contemporary country', 'country road']",80,2020-03-27,2020-04-17,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Better Off,Trace Adkins,58,1467083,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",66,2020-03-20,2020-04-17,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,71,484567,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",78,2020-04-07,2020-04-17,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,51,21413,"['contemporary country', 'country pop']",57,2020-04-14,2020-04-17,5,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,29770,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-17,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,58,54354,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-17,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,55,46063,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-17,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,33,1733960,"['contemporary country', 'country', 'country road']",70,2020-04-15,2020-04-17,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,69,3322470,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-17,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,0,487371,"['contemporary country', 'country road', 'deep talent show']",80,2020-04-17,2020-04-17,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,62,1227293,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-04-10,2020-04-17,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,54,15310,"['contemporary country', 'country pop']",51,2020-03-03,2020-04-17,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Do Si Do (with Blanco Brown),Diplo,0,2239656,"['bmore', 'edm', 'electropop', 'moombahton', 'ninja', 'pop', 'tropical house']",86,2020-04-17,2020-04-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Send It My Way,Shawn Austin,0,4282,"['canadian contemporary country', 'canadian country', 'country pop']",38,2020-04-17,2020-04-17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,49,2899303,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",73,2020-04-13,2020-04-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Wild World,Kip Moore,63,861694,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-03-27,2020-04-17,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Light On,Kaylee Bell,51,5107,"['australian country', 'contemporary country', 'country pop']",44,2020-03-13,2020-04-17,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,65,768194,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-17,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Southpaw,Kip Moore,0,861694,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-04-17,2020-04-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
River's Still Running,High Valley,0,91722,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56,2020-04-17,2020-04-17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,58,91722,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",56,2020-03-13,2020-04-17,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Love and Good Whiskey,Teddy Robb,0,3216,['country pop'],48,2020-04-17,2020-04-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
One Day,Jackson Michelson,53,7246,['country pop'],47,2020-03-06,2020-04-17,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,62,232460,['contemporary country'],72,2020-03-27,2020-04-17,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Cowboy,Parker McCollum,58,64478,['texas country'],65,2020-04-10,2020-04-17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
