Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,9PM,All Funked Up,Alternative R&B,Amplify,Are & Be,Arkada Calsin,Bedroom Jams,Black Girl Magic,Butter,Chill Mode On,Chilled R&B,Fresh Finds,Good Morning Jazz,Next Wave Neo Soul,POLLEN,R&B Feels,R&B UK,Ready for the Day,Retro Pop,Silk Sheets,Soul Coffee,Soul Lounge,Soul n the City,Soultronic,Spotify & Chill,Study Break,Sweet Soul Sunday,The Newness,This Is How We Do,Your Office Stereo
Fair Chance,Thundercat,65,472571,"['afrofuturism', 'hip hop', 'indie soul']",73,2020-03-17,2020-04-20,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
More Than Enough,Alina Baraz,68,646843,"['alternative r&b', 'electropop', 'etherpop', 'pop']",73,2020-03-26,2020-04-20,7,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
June,Pip Millett,54,38522,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",57,2020-03-13,2020-04-20,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Wee Hours,The-Dream,53,760257,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",69,2020-04-17,2020-04-20,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
King's Rant,Masego,66,555718,"['alternative r&b', 'indie soul']",72,2020-03-16,2020-04-20,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
COFFEE,Kelly Rowland,57,2210328,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",70,2020-04-17,2020-04-20,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3 on E,Vulfpeck,59,501262,"['ann arbor indie', 'funk rock', 'instrumental funk']",66,2020-04-03,2020-04-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Heart-Shaped Box,Amber Mark,56,154658,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'nyc pop']",63,2020-04-01,2020-04-20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Touchy Feely,Ro James,63,177739,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'r&b']",57,2020-03-06,2020-04-20,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Endlessly,Alina Baraz,64,646843,"['alternative r&b', 'electropop', 'etherpop', 'pop']",73,2020-04-08,2020-04-20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Everybody Business,Kehlani,67,3388114,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,2020-04-16,2020-04-20,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Be the One - Remix,Sinead Harnett,56,218718,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",63,2020-03-20,2020-04-20,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Toxic,Kehlani,77,3388114,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,2020-03-12,2020-04-20,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vein,Tora,50,741,[],37,2020-03-06,2020-04-20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Heavenly Mother,Pip Millett,51,38522,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",57,2020-04-10,2020-04-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
The Morning,RIMON,51,36546,"['alternative r&b', 'dutch r&b', 'indie r&b']",50,2020-03-19,2020-04-20,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Strong Womxn,Poppy Ajudha,47,27875,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'uk contemporary r&b']",54,2020-04-03,2020-04-20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
How Long 'Til We're Home,Ego Ella May,50,5746,"['indie jazz', 'indie r&b', 'neo r&b', 'uk contemporary r&b']",43,2020-03-04,2020-04-20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Chocolate. (ft. Ari Lennox),Kiana Ledé,68,510526,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",74,2020-04-03,2020-04-20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
