Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,924144,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-21,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
the other girl (with Halsey),Kelsea Ballerini,33,752660,"['contemporary country', 'pop', 'post-teen pop']",75,2020-03-20,2020-03-21,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,47,89924,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-21,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,8,1435439,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",64,2020-03-20,2020-03-21,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,42,87776,['country rap'],67,2020-03-13,2020-03-21,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,0,3051,['country pop'],44,2020-03-20,2020-03-21,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,345347,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-21,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,52,53113,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-21,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,50,13969,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,46,7176,['country pop'],49,2020-03-06,2020-03-21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,4,186,[],15,2020-03-13,2020-03-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,0,4187,[],29,2020-03-20,2020-03-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,47,36480,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
