Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_Akustischer_Fruhling,_All_New_Indie,_Apero,_Arkada_Calsın,_Cafe_Libros,_Coffee_and_Chill,_Feelgood_Indie,_Fresh_Finds,_Fresh_Folk,_Front_Left,_Fruhlings_Chillout,_Fruhlingsgefuhle,_Gentle_Acoustic,_Hanging_Out_and_Relaxing,_Indie_Pop,_Indie_Stage,_Infinite_Acoustic,_Its_ALT_Good!,_Lorem,_Lost_In_The_Woods,_Melancolia_Indie,_MostBeautifulSongsintheWorld,_OFF_POP,_POLLEN,_Rockin_Vibes,_Roots_Rising,_The_Indie_List,_The_New_Alt,_The_Stress_Buster,_Totally_Alt,_Totally_Stress_Free,_Ultimate_Indie,_Van_Life,_Wake_Up_and_Smell_the_Coffee,_Wild_and_Free,_Young___Free,_Your_Coffee_Break,_Your_Office_Stereo
Garden Song,Phoebe Bridgers,65,233831,"['art pop', 'indie folk', 'indie pop', 'indie rock']",74,2020-02-26,2020-06-22,10,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Pretty Lady,Tash Sultana,69,1089982,['australian reggae fusion'],71,2020-04-09,2020-06-22,8,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
You're Too Precious,James Blake,67,998337,"['art pop', 'indie r&b', 'indie soul', 'uk alternative pop']",74,2020-04-24,2020-06-22,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Dynamite,Saint Sister,54,16212,['irish indie'],50,2020-03-02,2020-06-22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Pelota,Khruangbin,59,591883,"['funk', 'neo-psychedelic', 'soul']",74,2020-06-16,2020-06-22,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chemicals,SG Lewis,71,187159,"['alternative r&b', 'edm', 'electropop', 'indie soul', 'new french touch', 'tropical house', 'vapor soul']",71,2020-04-24,2020-06-22,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hey girl,boy pablo,68,583296,"['bedroom pop', 'bergen indie', 'indie pop', 'norwegian indie']",71,2020-05-29,2020-06-22,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Black Dog,Arlo Parks,66,72226,"['alternative r&b', 'art pop', 'indie r&b', 'indie soul', 'uk contemporary r&b', 'vapor soul']",64,2020-05-04,2020-06-22,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
On Our Own,Lime Cordiale,62,119871,"['australian hip hop', 'australian indie', 'australian pop']",66,2020-04-17,2020-06-22,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Window,Still Woozy,73,421961,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']",75,2020-04-17,2020-06-22,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sign,Roosevelt,45,132160,"['alternative dance', 'athens indie', 'chillwave', 'indie emo', 'indie soul', 'indietronica', 'new rave', 'nu disco', 'shiver pop', 'vapor soul']",61,2020-06-10,2020-06-22,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Don't Let Me Down,Milky Chance,49,1329079,['german pop'],77,2020-05-01,2020-06-22,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Begin Again,Nick Mulvey,58,172127,"['british singer-songwriter', 'cambridgeshire indie', 'indie anthem-folk', 'indie folk', 'indie soul', 'neo mellow']",65,2020-05-22,2020-06-22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
So We Won't Forget,Khruangbin,68,591883,"['funk', 'neo-psychedelic', 'soul']",74,2020-05-18,2020-06-22,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Level of Concern,Twenty One Pilots,86,17149757,"['modern rock', 'rock']",87,2020-04-09,2020-06-22,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Sun Is Up Forever,Joesef,58,12442,"['indie soul', 'uk alternative pop']",53,2020-04-23,2020-06-22,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Paper Thin,Lianne La Havas,63,560474,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-04,2020-06-22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Sleep On The Wing,Bibio,54,176466,"['ambient folk', 'chillwave', 'downtempo', 'electronica', 'folktronica', 'indie soul', 'indietronica']",63,2020-05-05,2020-06-22,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Confirmation (SSBD),Westerman,48,22170,"['art pop', 'indie folk', 'uk alternative pop']",55,2020-06-05,2020-06-22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hypochondriac,Fenne Lily,54,57397,"['bristol indie', 'british singer-songwriter', 'indie anthem-folk', 'indie folk']",57,2020-03-10,2020-06-22,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
IDK You Yet,Alexander 23,85,68733,"['indie pop', 'pop']",75,2020-04-09,2020-06-22,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tender Love,Mounika.,57,56614,['chillhop'],58,2020-05-15,2020-06-22,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Learn To Fly,Surfaces,74,451940,"['bedroom soul', 'pop']",84,2020-06-12,2020-06-22,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dreamland,Glass Animals,68,1147672,"['gauze pop', 'modern rock', 'shiver pop']",74,2020-05-01,2020-06-22,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Steps,HAIM,45,912387,"['dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']",72,2020-03-03,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Beautiful,Rhye,62,421740,"['downtempo', 'indie soul', 'indietronica', 'shimmer pop']",68,2020-05-08,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PDLIF,Bon Iver,65,2637242,"['eau claire indie', 'indie folk', 'melancholia', 'slow core']",77,2020-04-17,2020-06-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
