Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3671831,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-07,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,72,2735121,['contemporary country'],86,2020-05-01,2020-05-07,6,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Lady,Brett Young,63,518334,['contemporary country'],76,2020-05-01,2020-05-07,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2016,Sam Hunt,73,1777153,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-07,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3323280,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-07,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,56,32943,['contemporary country'],68,2020-05-01,2020-05-07,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22784,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-07,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,60,80168,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-07,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,491790,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-07,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Like A Man,Dallas Smith,58,46310,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-05-07,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Cool Again,Kane Brown,73,2430858,"['contemporary country', 'country road']",81,2020-04-23,2020-05-07,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,61,10253,[],64,2020-04-24,2020-05-07,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2903133,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-07,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hometown,Logan Mize,59,54860,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-05-07,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,74,951642,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-07,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Stranger,Ingrid Andress,65,32451,"['contemporary country', 'country pop']",66,2020-03-27,2020-05-07,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Me Lately,Filmore,58,22981,"['contemporary country', 'country pop']",63,2020-04-03,2020-05-07,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Happy Does,Kenny Chesney,67,2914718,"['contemporary country', 'country', 'country road']",79,2020-05-01,2020-05-07,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Grew Apart,Logan Mize,51,54860,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-05-01,2020-05-07,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Got Me (feat. Shane & Shane),Gabby Barrett,54,54849,"['contemporary country', 'country pop']",69,2020-05-01,2020-05-07,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Country Boy Lovin',Dillon Carmichael,37,12225,"['country pop', 'roots americana']",47,2020-04-29,2020-05-07,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Where I'm From,The Reklaws,58,20770,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-07,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Julianna Calm Down,Dixie Chicks,56,951642,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-05-07,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Northern Star,High Valley,44,92338,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-01,2020-05-07,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Slow Down,Gone West,56,16224,"['contemporary country', 'country pop']",52,2020-03-03,2020-05-07,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grew Up On That,High Valley,59,92338,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-07,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Better Off,Trace Adkins,59,1478967,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-07,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Close,Jade Eagleson,48,7394,['canadian contemporary country'],48,2020-04-24,2020-05-07,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
