Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,73,3679201,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-22,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Gaslighter,Dixie Chicks,75,948162,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-04-22,7,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
2016,Sam Hunt,74,1783523,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-22,7,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,66,22224,"['contemporary country', 'country pop']",61,2020-04-14,2020-04-22,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,62,2909089,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",74,2020-04-13,2020-04-22,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,75,2412711,"['contemporary country', 'country road']",80,2020-03-27,2020-04-22,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
No I in Beer,Brad Paisley,58,1738845,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-04-22,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,59,1473262,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-04-22,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,770081,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-22,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
The Stranger,Ingrid Andress,64,30571,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-22,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
More Than My Hometown,Morgan Wallen,71,498723,"['contemporary country', 'country road', 'deep talent show']",81,2020-04-17,2020-04-22,5,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,73,488565,"['dance pop', 'edm', 'pop', 'tropical house']",79,2020-04-07,2020-04-22,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Be A Light,Thomas Rhett,72,3331986,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-22,5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Hometown,Logan Mize,58,54588,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",59,2020-03-13,2020-04-22,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,65,1231400,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-04-22,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,61,65199,"['contemporary country', 'texas country']",65,2020-04-10,2020-04-22,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Like A Man,Dallas Smith,56,46246,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-22,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
