Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2460997,"['contemporary country', 'country road']",81,2020-04-23,2020-05-18,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3694256,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-18,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,71,525231,['contemporary country'],76,2020-05-01,2020-05-18,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Be A Light,Thomas Rhett,75,3342624,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-18,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2791767,['contemporary country'],86,2020-05-01,2020-05-18,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1746534,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-18,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,539801,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-18,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,60,755708,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-05-18,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,770098,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-18,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Hold You Tonight (with Chris Lane),Gryffin,75,500266,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-18,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
I Called Mama,Tim McGraw,61,3107857,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-18,5,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Me Lately,Filmore,59,23220,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-18,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Every Other Memory,Ryan Hurd,61,81336,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-18,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2918689,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-18,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
One Of Them Girls,Lee Brice,72,1240070,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-18,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,63,244007,['contemporary country'],73,2020-05-08,2020-05-18,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,62,33935,['contemporary country'],68,2020-05-01,2020-05-18,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,59,46671,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-18,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Comeback,Noah Schnacky,52,25544,"['contemporary country', 'country pop']",56,2020-05-15,2020-05-18,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,69,23096,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-18,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
One Margarita,Luke Bryan,73,5254616,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-18,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
All Night,Brothers Osborne,49,642155,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2016,Sam Hunt,71,1785161,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-18,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gaslighter,Dixie Chicks,72,959178,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-18,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Turn Up,Easton Corbin,44,649224,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-05-15,2020-05-18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Easy Goin,Clay Walker,53,646020,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-04-24,2020-05-18,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Close,Jade Eagleson,54,7759,['canadian contemporary country'],49,2020-04-24,2020-05-18,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,33719,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-18,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Where I'm From,The Reklaws,61,21413,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-18,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
