Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2515804,"['contemporary country', 'country road']",82,2020-04-23,2020-06-05,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,62,3139076,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-06-05,7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,575538,"['contemporary country', 'country road', 'deep talent show']",83,2020-04-17,2020-06-05,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,69,3739300,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-06-05,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
No I in Beer,Brad Paisley,61,1764074,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-06-05,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
One Of Them Girls,Lee Brice,76,1256509,"['contemporary country', 'country', 'country road', 'modern country rock']",76,2020-04-10,2020-06-05,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,68,255784,['contemporary country'],74,2020-05-08,2020-06-05,6,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Lady,Brett Young,73,537840,['contemporary country'],77,2020-05-01,2020-06-05,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Six Feet Apart,Luke Combs,77,2896585,['contemporary country'],86,2020-05-01,2020-06-05,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,69,3379916,"['contemporary country', 'country', 'country road', 'modern country rock']",82,2020-05-06,2020-06-05,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Hot Sauce,BRELAND,60,13618,[],64,2020-05-22,2020-06-05,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2946612,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-06-05,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
