Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_9PM,_All_Funked_Up,_Alternative_R_B,_Amplify,_Are___Be,_Arkada_Calsin,_Bedroom_Jams,_Black_Girl_Magic,_Butter,_Chill_Mode_On,_Chilled_R_B,_Fresh_Finds,_Good_Morning_Jazz,_Next_Wave_Neo_Soul,_POLLEN,_R_B_Feels,_R_B_UK,_Ready_for_the_Day,_Retro_Pop,_Silk_Sheets,_Soul_Coffee,_Soul_Lounge,_Soul_n_the_City,_Soultronic,_Spotify___Chill,_Study_Break,_Sweet_Soul_Sunday,_The_Newness,_This_Is_How_We_Do,_Your_Office_Stereo
Waiting For (feat. Jamila Woods),rum.gold,62,6503,"['alternative r&b', 'indie r&b']",51,2020-04-24,2020-06-02,6,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
More Than Enough,Alina Baraz,67,679426,"['alternative r&b', 'electropop', 'etherpop', 'pop']",76,2020-03-26,2020-06-02,6,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Call Your Name,Tora,56,2861,[],46,2020-05-01,2020-06-02,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
i want war (BUT I NEED PEACE),Kali Uchis,66,940504,"['colombian pop', 'pop']",78,2020-04-24,2020-06-02,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anyone But Me,Joy Crookes,60,115683,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",60,2020-04-08,2020-06-02,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Got My Back,RIMON,58,41818,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-05-14,2020-06-02,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
You're Too Precious,James Blake,68,991149,"['art pop', 'indie r&b', 'indietronica', 'uk alternative pop']",74,2020-04-24,2020-06-02,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Need You,Emanuel,60,1272,[],47,2020-04-06,2020-06-02,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
The Morning,RIMON,50,41818,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-03-19,2020-06-02,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Heavenly Mother,Pip Millett,56,45597,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-04-10,2020-06-02,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Temperature Rising,Tory Lanez,78,2957574,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",88,2020-05-15,2020-06-02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Wrong Places (from Songland),H.E.R.,71,2523770,"['pop', 'r&b']",82,2020-04-27,2020-06-02,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,67,243766,"['indie soul', 'uk alternative pop']",64,2020-05-14,2020-06-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Dive,Victoria Monét,61,161921,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'post-teen pop']",65,2020-04-21,2020-06-02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Be the One - Remix,Sinead Harnett,57,229206,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",65,2020-03-20,2020-06-02,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Everybody Business,Kehlani,65,3522540,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']",86,2020-04-16,2020-06-02,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
June,Pip Millett,53,45597,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-03-13,2020-06-02,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
F&MU,Kehlani,65,3522540,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap']",86,2020-04-30,2020-06-02,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Distance,Yebba,62,101869,[],69,2020-05-08,2020-06-02,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
BRB,Mahalia,62,389118,"['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b']",72,2020-05-01,2020-06-02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
Fair Chance,Thundercat,57,503977,"['afrofuturism', 'indie soul']",71,2020-03-17,2020-06-02,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Paper Thin,Lianne La Havas,65,550885,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-04,2020-06-02,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Nightrider,Tom Misch,65,663948,['indie soul'],76,2020-04-16,2020-06-02,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Black Dog,Arlo Parks,65,64578,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b', 'vapor soul']",63,2020-05-04,2020-06-02,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Sun Is Up Forever,Joesef,58,11832,"['indie soul', 'uk alternative pop']",53,2020-04-23,2020-06-02,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Own Your Own,Yazmin Lacey,52,33922,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",54,2020-03-27,2020-06-02,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out Of My Way,RIMON,56,41818,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-04-16,2020-06-02,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADE 4 U,Leven Kali,55,84806,"['alternative r&b', 'indie r&b', 'indie soul']",64,2020-05-01,2020-06-02,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Can't Fight,Lianne La Havas,61,550885,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-18,2020-06-02,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Frank Ocean,Kaash Paige,57,69243,['deep pop r&b'],70,2020-04-17,2020-06-02,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wondering,Becky and the Birds,53,2118,[],44,2020-03-25,2020-06-02,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U 2 Luv,Ne-Yo,58,5261272,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",81,2020-05-29,2020-06-02,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Last 100,Tom Misch,63,663948,['indie soul'],76,2020-04-24,2020-06-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Change For Me (With Samm Henshaw),Brasstracks,53,64240,['nyc pop'],56,2020-05-13,2020-06-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Clutch (feat. Kiana Ledé),Col3trane,60,77616,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk contemporary r&b']",63,2020-05-15,2020-06-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3 on E,Vulfpeck,51,515219,"['ann arbor indie', 'funk rock', 'instrumental funk']",66,2020-04-03,2020-06-02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
homebody,Kamal.,59,4266,[],51,2020-03-04,2020-06-02,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
