Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,936028,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-05,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,69,3644105,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-05,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
2016,Sam Hunt,63,1764548,"['contemporary country', 'country pop']",76,2020-04-03,2020-04-05,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,60,27681,"['contemporary country', 'country pop']",65,2020-03-27,2020-04-05,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Hometown,Logan Mize,56,53839,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-04-05,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,55,1453389,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-04-05,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,56,90939,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-04-05,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,51,90490,['country rap'],68,2020-03-13,2020-04-05,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Last Time I Say Sorry,Kane Brown,71,2366551,"['contemporary country', 'country road']",79,2020-03-27,2020-04-05,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Like A Man,Dallas Smith,40,45669,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-04-05,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Wild World,Kip Moore,59,855901,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2020-03-27,2020-04-05,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Never Will,Ashley McBryde,42,61857,"['arkansas country', 'contemporary country', 'country', 'country pop']",58,2020-04-03,2020-04-05,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Detours,Jordan Davis,58,226969,['contemporary country'],71,2020-03-27,2020-04-05,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me Lately,Filmore,43,22132,"['contemporary country', 'country pop']",61,2020-04-03,2020-04-05,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Various Artists,60,876151,[],0,2020-03-30,2020-04-05,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,763450,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-05,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
