Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,74,3665944,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-04,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,30,2719795,['contemporary country'],86,2020-05-01,2020-05-04,6,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
2016,Sam Hunt,74,1774823,"['contemporary country', 'country pop']",80,2020-04-03,2020-05-04,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3317850,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-04,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,21,516413,['contemporary country'],76,2020-05-01,2020-05-04,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
BOOTS,HARDY,11,32639,['contemporary country'],68,2020-05-01,2020-05-04,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22679,"['contemporary country', 'country pop']",63,2020-04-14,2020-05-04,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,58,46225,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-05-04,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,489601,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-04,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Every Other Memory,Ryan Hurd,58,79869,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-04,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,65,32069,"['contemporary country', 'country pop']",67,2020-03-27,2020-05-04,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Cool Again,Kane Brown,71,2422843,"['contemporary country', 'country road']",81,2020-04-23,2020-05-04,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,75,949550,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-04,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hometown,Logan Mize,59,54670,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-05-04,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2899022,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",75,2020-04-13,2020-05-04,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,60,9994,[],65,2020-04-24,2020-05-04,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
More Than My Hometown,Morgan Wallen,76,516143,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-04,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Got Me (feat. Shane & Shane),Gabby Barrett,21,53857,"['contemporary country', 'country pop']",69,2020-05-01,2020-05-04,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,92129,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-04,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Northern Star,High Valley,9,92129,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-05-01,2020-05-04,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Mull It Over,Hot Country Knights,1,4892,[],46,2020-05-01,2020-05-04,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Wild World,Kip Moore,64,862867,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-03-27,2020-05-04,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Close,Jade Eagleson,45,7353,['canadian contemporary country'],48,2020-04-24,2020-05-04,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Grew Apart,Logan Mize,0,54670,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-05-01,2020-05-04,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,63,66307,"['contemporary country', 'texas country']",66,2020-04-10,2020-05-04,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Slow Down,Gone West,56,16082,"['contemporary country', 'country pop']",52,2020-03-03,2020-05-04,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Better Off,Trace Adkins,60,1475354,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-04,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Julianna Calm Down,Dixie Chicks,17,949550,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-05-04,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
