Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_9PM,_All_Funked_Up,_Alternative_R_B,_Amplify,_Are___Be,_Arkada_Calsin,_Bedroom_Jams,_Black_Girl_Magic,_Butter,_Chill_Mode_On,_Chilled_R_B,_Fresh_Finds,_Good_Morning_Jazz,_Next_Wave_Neo_Soul,_POLLEN,_R_B_Feels,_R_B_UK,_Ready_for_the_Day,_Retro_Pop,_Silk_Sheets,_Soul_Coffee,_Soul_Lounge,_Soul_n_the_City,_Soultronic,_Spotify___Chill,_Study_Break,_Sweet_Soul_Sunday,_The_Newness,_This_Is_How_We_Do,_Your_Office_Stereo
Waiting For (feat. Jamila Woods),rum.gold,64,7329,"['alternative r&b', 'indie r&b']",53,2020-04-24,2020-06-18,6,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweeter (feat. Terrace Martin),Leon Bridges,65,1009557,"['modern blues', 'soul']",77,2020-06-08,2020-06-18,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Got My Back,RIMON,59,43444,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-05-14,2020-06-18,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
You're Too Precious,James Blake,67,997048,"['art pop', 'indie r&b', 'indie soul', 'indietronica', 'uk alternative pop']",74,2020-04-24,2020-06-18,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
More Than Enough,Alina Baraz,67,690297,"['alternative r&b', 'electropop', 'etherpop', 'pop']",76,2020-03-26,2020-06-18,5,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anyone But Me,Joy Crookes,60,118636,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",60,2020-04-08,2020-06-18,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Quarantine Queen,Sinead Harnett,57,233283,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",65,2020-05-22,2020-06-18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Be the One - Remix,Sinead Harnett,57,233283,"['alternative r&b', 'gauze pop', 'indie r&b', 'indie soul', 'uk contemporary r&b']",65,2020-03-20,2020-06-18,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
June,Pip Millett,52,48086,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-03-13,2020-06-18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Nightrider,Tom Misch,64,674599,['indie soul'],75,2020-04-16,2020-06-18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
All I Need (with Mahalia & Ty Dolla $ign),Jacob Collier,67,253203,"['indie soul', 'uk alternative pop']",64,2020-05-14,2020-06-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Distance,Yebba,63,103911,[],69,2020-05-08,2020-06-18,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Morning,RIMON,50,43444,"['alternative r&b', 'dutch r&b', 'indie r&b', 'indie soul']",55,2020-03-19,2020-06-18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Rose Rouge,Jorja Smith,64,1472809,"['pop', 'uk contemporary r&b']",79,2020-06-09,2020-06-18,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BRB,Mahalia,61,399012,"['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b']",72,2020-05-01,2020-06-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
The Sun Is Up Forever,Joesef,58,12346,"['indie soul', 'uk alternative pop']",53,2020-04-23,2020-06-18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Fair Chance,Thundercat,55,513011,"['afrofuturism', 'hip hop', 'indie soul']",71,2020-03-17,2020-06-18,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Black Dog,Arlo Parks,66,70582,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b', 'vapor soul']",64,2020-05-04,2020-06-18,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Can't Fight,Lianne La Havas,63,557884,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-18,2020-06-18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Do It,Chloe x Halle,76,442329,"['alternative r&b', 'dance pop', 'deep pop r&b', 'escape room', 'pop', 'pop rap', 'r&b', 'urban contemporary']",73,2020-05-14,2020-06-18,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Temperature Rising,Tory Lanez,79,2996975,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",88,2020-05-15,2020-06-18,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Paper Thin,Lianne La Havas,64,557884,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']",67,2020-05-04,2020-06-18,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
2,Mom Tudie,50,983,[],38,2020-05-01,2020-06-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Call Your Name,Tora,58,4204,[],47,2020-05-01,2020-06-18,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Wrong Places (from Songland),H.E.R.,71,2576940,['pop'],82,2020-04-27,2020-06-18,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wake Up Love,Teyana Taylor,61,801655,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",71,2020-06-12,2020-06-18,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Introspection,UMI,61,283947,"['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']",71,2020-05-07,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Dragonball Durag,Thundercat,65,513011,"['afrofuturism', 'hip hop', 'indie soul']",71,2020-04-03,2020-06-18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Not You Too (feat. Chris Brown),Drake,77,47044058,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",99,2020-05-01,2020-06-18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Shoulda (feat. Babyface),Lucky Daye,63,120850,"['alternative r&b', 'deep pop r&b', 'indie r&b']",69,2020-05-27,2020-06-18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Borderline,Jordan Rakei,58,200399,"['alternative r&b', 'indie jazz', 'indie r&b', 'indie soul', 'neo r&b', 'neo soul', 'soul']",66,2020-03-13,2020-06-18,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mother,UMI,62,283947,"['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']",71,2020-04-22,2020-06-18,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Think About You - Notion Mix,Tiana Major9,63,16856,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",58,2020-04-17,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Heavenly Mother,Pip Millett,57,48086,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",58,2020-04-10,2020-06-18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Flipside,Tamera,49,2007,[],39,2020-05-22,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Clutch (feat. Kiana Ledé),Col3trane,61,79159,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk contemporary r&b']",63,2020-05-15,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Wondering,Becky and the Birds,52,2305,[],43,2020-03-25,2020-06-18,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dive,Victoria Monét,61,168518,"['alternative r&b', 'deep pop r&b', 'indie r&b']",65,2020-04-21,2020-06-18,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3 on E,Vulfpeck,46,520393,"['ann arbor indie', 'funk rock', 'instrumental funk']",66,2020-04-03,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Here For It All,Noah Slee,48,32457,"['alternative r&b', 'indie soul', 'vapor soul']",51,2020-05-29,2020-06-18,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Make the Most (feat. H.E.R.),Lonr.,60,11107,[],58,2020-04-03,2020-06-18,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Cadillac Drive (feat. Price) [from Insecure: Music From The HBO Original Series, Season 4]",Pink Sweat$,57,298306,"['alternative r&b', 'bedroom soul', 'indie r&b', 'pop']",74,2020-06-05,2020-06-18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Baby Powder,Jenevieve,59,8523,"['alternative r&b', 'indie r&b', 'lo-fi chill']",48,2020-03-25,2020-06-18,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Last 100,Tom Misch,62,674599,['indie soul'],75,2020-04-24,2020-06-18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
MADE 4 U,Leven Kali,55,86856,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'indie soul']",64,2020-05-01,2020-06-18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
