Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,73,925037,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-22,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
the other girl (with Halsey),Kelsea Ballerini,62,754015,"['contemporary country', 'pop', 'post-teen pop']",75,2020-03-20,2020-03-22,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,48,89971,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",54,2020-03-13,2020-03-22,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,38,1436801,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",64,2020-03-20,2020-03-22,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,44,87992,['country rap'],67,2020-03-13,2020-03-22,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,26,3062,['country pop'],45,2020-03-20,2020-03-22,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,61,345676,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-22,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,52,53156,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",57,2020-03-13,2020-03-22,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Slow Down,Gone West,50,13997,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,47,7176,['country pop'],49,2020-03-06,2020-03-22,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,7,185,[],15,2020-03-13,2020-03-22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,22,4219,[],29,2020-03-20,2020-03-22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,47,36514,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-22,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,25,2369,['country pop'],35,2020-03-20,2020-03-22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Think About You,Alana Springsteen,42,2265,['country pop'],49,2020-03-20,2020-03-22,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,43,2332,"['contemporary country', 'country pop']",34,2020-03-06,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Something About You,Seth Alley,43,1890,['country pop'],40,2020-03-06,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Planning My Survival,Seth Cook,8,1916,[],24,2020-03-20,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,51,25406,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Can't Not,Steven Lee Olsen,24,9020,"['canadian contemporary country', 'canadian country']",39,2020-03-20,2020-03-22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Finish This Up,Livy Jeanne,13,3473,"['alberta country', 'canadian contemporary country', 'canadian country', 'country pop']",21,2020-03-18,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Get My Shit Together,Summer Overstreet,28,124,[],34,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Light On,Kaylee Bell,37,5016,"['australian country', 'contemporary country', 'country pop']",41,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Home Away From Home,Tim Dugger,17,1775,['modern country rock'],31,2020-03-20,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I'm Still Hangin' On,John Anderson,27,243631,"['country', 'country road', 'country rock']",55,2020-03-20,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Empty Glass,Holly Tucker,38,1547,['deep talent show'],33,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Half a Mind to Go Crazy,Tyler Booth,40,3167,[],41,2020-03-13,2020-03-22,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,37,18852,[],39,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7:17,17 Memphis,23,3139,['country pop'],33,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Mad Love,Alyssa Micaela,36,5105,['country pop'],28,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
My Version of a Love Song,Emily Hackett,11,3275,['country pop'],43,2020-03-20,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Fly Away,Caitlyn Smith,39,23997,"['contemporary country', 'country pop']",54,2020-03-13,2020-03-22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Already Ready,Garrett Jacobs,20,2210,[],32,2020-03-20,2020-03-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Drinking Games,Sophia Scott,31,8038,"['contemporary country', 'country pop']",42,2020-03-13,2020-03-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Talkin' About Last Night,Steven Lee Olsen,34,9020,"['canadian contemporary country', 'canadian country']",39,2020-03-06,2020-03-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unhappy Hour,Steven Lee Olsen,25,9020,"['canadian contemporary country', 'canadian country']",39,2020-03-13,2020-03-22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
