Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,9PM,All Funked Up,Alternative R&B,Amplify,Are & Be,Arkada Calsin,Bedroom Jams,Black Girl Magic,Butter,Chill Mode On,Chilled R&B,Fresh Finds,Good Morning Jazz,Next Wave Neo Soul,POLLEN,R&B Feels,R&B UK,Ready for the Day,Retro Pop,Silk Sheets,Soul Coffee,Soul Lounge,Soul n the City,Soultronic,Spotify & Chill,Study Break,Sweet Soul Sunday,The Newness,This Is How We Do,Your Office Stereo
More Than Enough,Alina Baraz,69,647691,"['alternative r&b', 'electropop', 'etherpop', 'pop']",73,2020-03-26,2020-04-21,7,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Fair Chance,Thundercat,65,473770,"['afrofuturism', 'hip hop', 'indie soul']",73,2020-03-17,2020-04-21,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Everybody Business,Kehlani,68,3391255,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,2020-04-16,2020-04-21,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
June,Pip Millett,54,38736,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",57,2020-03-13,2020-04-21,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Wee Hours,The-Dream,55,760819,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",69,2020-04-17,2020-04-21,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Toxic,Kehlani,77,3391255,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",83,2020-03-12,2020-04-21,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Need You,Emanuel,55,449,[],41,2020-04-06,2020-04-21,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
COFFEE,Kelly Rowland,60,2211815,"['atl hip hop', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",70,2020-04-17,2020-04-21,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Heart-Shaped Box,Amber Mark,56,154886,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'nyc pop']",63,2020-04-01,2020-04-21,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3 on E,Vulfpeck,59,501662,"['ann arbor indie', 'funk rock', 'instrumental funk']",66,2020-04-03,2020-04-21,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Endlessly,Alina Baraz,64,647691,"['alternative r&b', 'electropop', 'etherpop', 'pop']",73,2020-04-08,2020-04-21,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
