Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,67,914018,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-09,9,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
In My Veins,Lauren Alaina,54,342012,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-09,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
One Day,Jackson Michelson,32,7142,['country pop'],52,2020-03-06,2020-03-09,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Moose Knuckle Shuffle,Hot Country Knights,35,2755,[],47,2020-03-06,2020-03-09,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,39,13563,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-09,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,28,2231,['country pop'],30,2020-03-06,2020-03-09,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,30,1856,['country pop'],41,2020-03-06,2020-03-09,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,36,36207,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-09,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,38,58197,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
What Are You Gonna Tell Her?,Mickey Guyton,47,25108,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Talkin' About Last Night,Steven Lee Olsen,26,8928,"['canadian contemporary country', 'canadian country']",39,2020-03-06,2020-03-09,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pawn Shop,Brandy Clark,41,35099,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,27,174,[],21,2020-03-06,2020-03-09,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Real Talk,Angie K,27,3506,[],44,2020-03-06,2020-03-09,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Mess,Nice Horse,21,1381,['alberta country'],17,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Pain,Swamp Dogg,28,14304,"['soul', 'southern soul']",46,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,25,91893,"['contemporary country', 'redneck']",59,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,22,4989,['country pop'],28,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Away,Presley Phillips,21,430,[],25,2020-03-04,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Are Not Alone,Adam Brand,34,27888,"['australian country', 'australian pop', 'classic australian country']",47,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Like That,Matthew McSwain,23,335,[],21,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Little Bit of That,Matt Gatewood,19,201,[],10,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going Going Gone,Maddie Wilson,24,11033,"['channel pop', 'lds youth', 'viral pop']",39,2020-03-05,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Safe Place to Break,Josh David,0,31,[],0,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ride It Out,Jaden Hamilton,31,721,[],22,2020-03-06,2020-03-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Were You,David James,2,1892,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-06,2020-03-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy,Brittany Moore,21,209,[],22,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Walk,Brandy Clark,32,35099,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kill the Bottle,Tom O'Connor,23,1914,[],32,2020-03-06,2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
