Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,930455,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-03-29,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,58,3628893,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",80,2020-03-27,2020-03-29,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,47,25276,"['contemporary country', 'country pop']",63,2020-03-27,2020-03-29,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Better Off,Trace Adkins,51,1445055,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-03-29,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,61,2346699,"['contemporary country', 'country road']",79,2020-03-27,2020-03-29,6,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,74,759704,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-29,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Hometown,Logan Mize,55,53477,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-29,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Grew Up On That,High Valley,54,90447,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-03-29,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,48,89208,['country rap'],67,2020-03-13,2020-03-29,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
Good Ol' Girls,Jenee Fleenor,38,198,[],25,2020-03-13,2020-03-29,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
In My Veins,Lauren Alaina,61,347915,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-29,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Slow Down,Gone West,51,14233,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-29,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me on You,Teddy Robb,44,3101,['country pop'],45,2020-03-20,2020-03-29,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,52,2431,['country pop'],50,2020-03-20,2020-03-29,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,50,36721,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-29,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
