Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2497044,"['contemporary country', 'country road']",81,2020-04-23,2020-05-29,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,62,3129891,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-05-29,7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
One Of Them Girls,Lee Brice,75,1251430,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-29,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,72,3725910,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-29,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
More Than My Hometown,Morgan Wallen,78,563859,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-29,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,72,533771,['contemporary country'],76,2020-05-01,2020-05-29,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Six Feet Apart,Luke Combs,77,2860626,['contemporary country'],86,2020-05-01,2020-05-29,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,68,762913,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-05-29,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Almost Maybes,Jordan Davis,64,251979,['contemporary country'],73,2020-05-08,2020-05-29,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,75,5301058,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-29,5,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2937345,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-29,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Be A Light,Thomas Rhett,74,3368791,"['contemporary country', 'country', 'country road', 'modern country rock']",81,2020-03-30,2020-05-29,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,511051,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-29,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Me Lately,Filmore,59,23533,"['contemporary country', 'country pop']",61,2020-04-03,2020-05-29,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
