Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2474063,"['contemporary country', 'country road']",81,2020-04-23,2020-05-21,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3706626,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-21,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,72,528865,['contemporary country'],76,2020-05-01,2020-05-21,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Be A Light,Thomas Rhett,75,3353555,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-21,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I Called Mama,Tim McGraw,61,3116529,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-21,6,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Six Feet Apart,Luke Combs,77,2815835,['contemporary country'],86,2020-05-01,2020-05-21,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,549130,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-21,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,65,758676,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-05-21,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,61,1751161,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-21,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,61,81893,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-21,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Me Lately,Filmore,59,23362,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-21,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,503530,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-21,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2925793,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-21,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
One Of Them Girls,Lee Brice,73,1244808,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-21,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,772430,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-21,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Cold Beer Calling My Name,Jameson Rodgers,69,23239,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-21,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Comeback,Noah Schnacky,58,26095,"['contemporary country', 'country pop']",57,2020-05-15,2020-05-21,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
All Night,Brothers Osborne,53,645286,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",68,2020-05-15,2020-05-21,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
BOOTS,HARDY,62,34316,['contemporary country'],69,2020-05-01,2020-05-21,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,73,5270840,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-21,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,64,247072,['contemporary country'],73,2020-05-08,2020-05-21,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46802,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-21,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
My Best Thinkin',Clint Black,40,502311,"['country', 'country road', 'country rock']",62,2020-05-15,2020-05-21,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Close,Jade Eagleson,55,7857,['canadian contemporary country'],50,2020-04-24,2020-05-21,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Grew Apart,Logan Mize,58,55581,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-05-01,2020-05-21,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,53,872773,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-05-15,2020-05-21,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Where I'm From,The Reklaws,61,21615,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-21,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Easy Goin,Clay Walker,53,648719,"['contemporary country', 'country', 'country road', 'modern country rock']",61,2020-04-24,2020-05-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Gaslighter,Dixie Chicks,71,961831,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-21,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,Sam Hunt,71,1789286,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-21,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Stranger,Ingrid Andress,64,34357,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-21,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Going Going Gone,Ryan Griffin,53,6983,"['contemporary country', 'country pop']",47,2020-03-27,2020-05-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,531373,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Girls Like Me (From Songland),Martina McBride,53,784622,"['contemporary country', 'country', 'country dawn', 'country road']",62,2020-05-04,2020-05-21,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Grew Up On That,High Valley,59,93556,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-21,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
