Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2458138,"['contemporary country', 'country road']",81,2020-04-23,2020-05-17,7,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3692214,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-17,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,71,524673,['contemporary country'],76,2020-05-01,2020-05-17,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,60,3106180,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-17,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,75,3340944,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-17,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2786686,['contemporary country'],86,2020-05-01,2020-05-17,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2917132,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-17,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1745658,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-17,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,56,755172,"['contemporary country', 'country', 'country road', 'modern country rock']",72,2020-05-15,2020-05-17,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23206,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-17,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
