Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,937353,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-07,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,70,3648080,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-07,7,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0
2016,Sam Hunt,67,1767852,"['contemporary country', 'country pop']",77,2020-04-03,2020-04-07,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Like A Man,Dallas Smith,47,45753,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",61,2020-04-03,2020-04-07,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Better Off,Trace Adkins,56,1455651,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-04-07,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,56,91080,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-04-07,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,61,28057,"['contemporary country', 'country pop']",65,2020-03-27,2020-04-07,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Hometown,Logan Mize,57,53928,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-04-07,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,52,90882,['country rap'],68,2020-03-13,2020-04-07,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Me Lately,Filmore,48,22221,"['contemporary country', 'country pop']",62,2020-04-03,2020-04-07,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,53,14655,"['contemporary country', 'country pop']",50,2020-03-03,2020-04-07,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,59,227829,['contemporary country'],71,2020-03-27,2020-04-07,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,764276,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-07,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Wild World,Kip Moore,60,856808,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-03-27,2020-04-07,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,72,2372097,"['contemporary country', 'country road']",80,2020-03-27,2020-04-07,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Never Will,Ashley McBryde,49,62421,"['arkansas country', 'contemporary country', 'country pop']",59,2020-04-03,2020-04-07,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,62,3304516,"['contemporary country', 'country', 'country road', 'modern country rock']",78,2020-03-30,2020-04-07,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,49,1940,['country pop'],42,2020-03-06,2020-04-07,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Record High,Sykamore,30,942,"['alberta country', 'canadian contemporary country']",25,2020-04-03,2020-04-07,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2557,['country pop'],51,2020-03-20,2020-04-07,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,45,807,[],40,2020-03-27,2020-04-07,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
What's Up Cuz,Toby Keith,48,1224564,"['contemporary country', 'country', 'country road', 'oklahoma country']",70,2020-04-03,2020-04-07,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
One Day,Jackson Michelson,52,7225,['country pop'],47,2020-03-06,2020-04-07,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,45,229,[],32,2020-03-13,2020-04-07,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,62,764276,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-07,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Me on You,Teddy Robb,49,3163,['country pop'],46,2020-03-20,2020-04-07,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
My Dogs Are Home,Tara Thompson,21,4829,['country pop'],18,2020-04-03,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
In My Veins,Lauren Alaina,60,350825,"['contemporary country', 'country', 'country dawn', 'country road']",73,2020-03-06,2020-04-07,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Before You,Drew Baldridge,48,15674,"['contemporary country', 'country pop']",43,2020-03-26,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
How The Car's Running,Emily Ann Roberts,38,8309,[],33,2020-03-20,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Half a Mind to Go Crazy,Tyler Booth,48,3314,[],42,2020-03-13,2020-04-07,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Love You Now Change,Twinnie,44,2488,['country pop'],36,2020-03-20,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
I'm So Lonesome I Could Cry (feat. Old Crow Medicine Show),Sara Evans,40,727897,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",57,2020-04-03,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Planning My Survival,Seth Cook,28,1926,[],24,2020-03-20,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Hey Little Girl,Ruthie Collins,21,5182,['country pop'],32,2020-04-03,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
The USA Begins With US,Hot Country Knights,28,3841,[],45,2020-04-03,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
How Do We Do This,Ian McConnell,31,428,[],33,2020-04-03,2020-04-07,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
