Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
I Love My Country,Florida Georgia Line,74,3683509,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-04-24,8,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
2016,Sam Hunt,74,1785411,"['contemporary country', 'country pop']",79,2020-04-03,2020-04-24,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Cool Again,Kane Brown,0,2418390,"['contemporary country', 'country road']",80,2020-04-23,2020-04-24,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,72,3336031,"['contemporary country', 'country', 'country road', 'modern country rock']",79,2020-03-30,2020-04-24,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,75,949594,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-04-24,6,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
My Truck (feat. Sam Hunt) - Remix,Breland,0,8863,['social media pop'],64,2020-04-24,2020-04-24,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
The Stranger,Ingrid Andress,65,30878,"['contemporary country', 'country pop']",66,2020-03-27,2020-04-24,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Champagne Night - From Songland,Lady Antebellum,63,2912146,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",74,2020-04-13,2020-04-24,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Polaroid,Keith Urban,0,3672709,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",76,2020-04-24,2020-04-24,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,68,22375,"['contemporary country', 'country pop']",61,2020-04-14,2020-04-24,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,40,79459,"['contemporary country', 'country pop']",64,2020-04-20,2020-04-24,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Last Time I Say Sorry,Kane Brown,75,2418390,"['contemporary country', 'country road']",80,2020-03-27,2020-04-24,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Better Off,Trace Adkins,59,1475658,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-04-24,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
the other girl (with Halsey) [the other mix],Kelsea Ballerini,29,770867,"['contemporary country', 'pop', 'post-teen pop']",78,2020-04-20,2020-04-24,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Hometown,Logan Mize,59,54676,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-04-24,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,490105,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-04-24,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Like A Man,Dallas Smith,57,46331,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-04-24,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Lost,Jordan Brooker,0,1494,['country pop'],37,2020-04-24,2020-04-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,73,502938,"['contemporary country', 'country road', 'deep talent show']",81,2020-04-17,2020-04-24,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Kiss Kiss,Madeline Merlo,0,17126,"['canadian contemporary country', 'contemporary country', 'country pop']",38,2020-04-24,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,61,65478,"['contemporary country', 'texas country']",65,2020-04-10,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the other girl (with Halsey),Kelsea Ballerini,76,770867,"['contemporary country', 'pop', 'post-teen pop']",78,2020-03-20,2020-04-24,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gabrielle,Brett Eldredge,61,1102270,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-04-24,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Easy Goin,Clay Walker,0,637549,"['contemporary country', 'country', 'country road', 'modern country rock']",60,2020-04-24,2020-04-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,66,1233055,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-04-24,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wild World,Kip Moore,63,865670,"['contemporary country', 'country', 'country road', 'modern country rock']",68,2020-03-27,2020-04-24,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me Lately,Filmore,57,22831,"['contemporary country', 'country pop']",63,2020-04-03,2020-04-24,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Round and Round,Troy Cartwright,47,5851,['country pop'],49,2020-04-10,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,46,2837,['country pop'],40,2020-03-20,2020-04-24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Slow Down,Gone West,55,15658,"['contemporary country', 'country pop']",52,2020-03-03,2020-04-24,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trash My Heart,Walker Hayes,0,220471,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",63,2020-04-24,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,56,2732,"['contemporary country', 'country pop']",52,2020-03-20,2020-04-24,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,54,883,[],44,2020-03-27,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Eat, Drink & Dream",Drake White,0,59788,['contemporary country'],51,2020-04-17,2020-04-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Trainwreck,Ashland Craft,0,2155,"['contemporary country', 'country pop']",33,2020-04-24,2020-04-24,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,59,1740837,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-04-24,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grew Up On That,High Valley,59,92249,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",57,2020-03-13,2020-04-24,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
You Make It Hard,Hot Country Knights,0,4204,[],45,2020-04-24,2020-04-24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,55,94107,['country rap'],70,2020-03-13,2020-04-24,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Where I'm From,The Reklaws,50,20378,"['canadian contemporary country', 'canadian country', 'contemporary country']",56,2020-04-17,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,54,7251,['country pop'],47,2020-03-06,2020-04-24,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Close,Jade Eagleson,0,7212,['canadian contemporary country'],47,2020-04-24,2020-04-24,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
