Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2500183,"['contemporary country', 'country road']",81,2020-04-23,2020-05-30,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,62,3131227,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-05-30,7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
Six Feet Apart,Luke Combs,77,2866336,['contemporary country'],86,2020-05-01,2020-05-30,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,72,534403,['contemporary country'],76,2020-05-01,2020-05-30,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Almost Maybes,Jordan Davis,64,252634,['contemporary country'],73,2020-05-08,2020-05-30,6,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
I Love My Country,Florida Georgia Line,71,3728001,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-30,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
One Of Them Girls,Lee Brice,75,1252146,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-30,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
More Than My Hometown,Morgan Wallen,78,565627,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-30,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,68,763402,"['contemporary country', 'country', 'country road', 'modern country rock']",73,2020-05-15,2020-05-30,5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Redwood Tree,Cam,11,137275,"['contemporary country', 'country', 'country pop']",58,2020-05-29,2020-05-30,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Single Saturday Night,Cole Swindell,60,1314446,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-22,2020-05-30,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
No I in Beer,Brad Paisley,61,1759469,"['contemporary country', 'country', 'country road']",72,2020-04-15,2020-05-30,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,66,3370480,"['contemporary country', 'country', 'country road', 'modern country rock']",81,2020-05-06,2020-05-30,5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2938948,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-30,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Be A Light,Thomas Rhett,74,3370480,"['contemporary country', 'country', 'country road', 'modern country rock']",81,2020-03-30,2020-05-30,5,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,76,511707,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",80,2020-04-07,2020-05-30,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,68,23516,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-30,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Everything Falls for You,Seaforth,24,9794,"['contemporary country', 'country pop']",61,2020-05-29,2020-05-30,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23558,"['contemporary country', 'country pop']",61,2020-04-03,2020-05-30,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Hot Sauce,BRELAND,58,13004,[],64,2020-05-22,2020-05-30,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Beer:30,Florida Georgia Line,68,3728001,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-05-22,2020-05-30,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
BOOTS,HARDY,62,35159,['contemporary country'],69,2020-05-01,2020-05-30,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,75,5304375,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-30,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,63,82821,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-30,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Comeback,Noah Schnacky,62,27013,"['contemporary country', 'country pop']",59,2020-05-15,2020-05-30,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,60,47115,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-30,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,72,774647,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-30,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
I Grew Up,Austin Burke,47,10363,"['contemporary country', 'country pop']",50,2020-05-15,2020-05-30,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
On Me (feat. Ava Max),Various Artists,75,893906,[],0,2020-05-15,2020-05-30,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Where I'm From,The Reklaws,62,22024,"['canadian contemporary country', 'canadian country', 'contemporary country']",58,2020-04-17,2020-05-30,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,70,967737,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-30,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
She's Mine,Kip Moore,10,877970,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-29,2020-05-30,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I Don't Need To Know,Maddie & Tae,55,536563,"['contemporary country', 'country', 'country pop']",68,2020-04-10,2020-05-30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Bartender,Cady Groves,1,32018,"['alternative pop rock', 'neon pop punk', 'pop emo']",45,2020-05-29,2020-05-30,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Easy,John King,41,7207,"['contemporary country', 'country pop']",40,2020-05-22,2020-05-30,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
The World Goes On,Jamie O'Neal,0,74548,"['contemporary country', 'country', 'country dawn', 'country road']",41,2020-05-29,2020-05-30,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Spur of the Moment,Kylie Frey,36,1749,[],32,2020-05-15,2020-05-30,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
All Night,Brothers Osborne,56,651093,"['contemporary country', 'country', 'country road', 'modern country rock', 'modern southern rock']",69,2020-05-15,2020-05-30,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Can't Stay Here,Tucker Beathard,3,40080,"['contemporary country', 'country pop']",46,2020-05-29,2020-05-30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Grew Up On That,High Valley,59,94323,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",59,2020-03-13,2020-05-30,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Red White Blue Jean American Dream,Kip Moore,57,877970,"['contemporary country', 'country', 'country road', 'modern country rock']",70,2020-05-15,2020-05-30,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
In The Woulds (feat. Chase Rice & Lauren Alaina),BRELAND,47,13004,[],64,2020-05-22,2020-05-30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Better Off,Trace Adkins,58,1511369,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-30,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
If I Still Had It,Kolby Cooper,44,20545,"['contemporary country', 'texas country']",57,2020-05-25,2020-05-30,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
