Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2502890,"['contemporary country', 'country road']",82,2020-04-23,2020-05-31,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,62,3132742,"['contemporary country', 'country', 'country road']",77,2020-05-08,2020-05-31,7,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
More Than My Hometown,Morgan Wallen,79,567228,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-31,6,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
I Love My Country,Florida Georgia Line,71,3730017,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-31,6,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,72,534986,['contemporary country'],76,2020-05-01,2020-05-31,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Six Feet Apart,Luke Combs,77,2871915,['contemporary country'],86,2020-05-01,2020-05-31,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
One Of Them Girls,Lee Brice,75,1252906,"['contemporary country', 'country', 'country road', 'modern country rock']",75,2020-04-10,2020-05-31,6,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Almost Maybes,Jordan Davis,65,253166,['contemporary country'],73,2020-05-08,2020-05-31,6,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Redwood Tree,Cam,44,137433,"['contemporary country', 'country', 'country pop']",59,2020-05-29,2020-05-31,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2940301,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-31,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
