Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3683655,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-13,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,74,3333527,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-13,7,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
Lady,Brett Young,69,522136,['contemporary country'],76,2020-05-01,2020-05-13,7,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
Almost Maybes,Jordan Davis,59,241615,['contemporary country'],72,2020-05-08,2020-05-13,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Six Feet Apart,Luke Combs,75,2765718,['contemporary country'],85,2020-05-01,2020-05-13,6,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Cool Again,Kane Brown,74,2446802,"['contemporary country', 'country road']",81,2020-04-23,2020-05-13,6,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
I Called Mama,Tim McGraw,57,3099498,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-13,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2016,Sam Hunt,72,1781460,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-13,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Every Other Memory,Ryan Hurd,61,80828,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-13,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
No I in Beer,Brad Paisley,61,1741933,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-13,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
One Of Them Girls,Lee Brice,70,1236049,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-05-13,5,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,496586,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-13,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Cold Beer Calling My Name,Jameson Rodgers,69,22959,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-13,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2911364,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-13,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,768771,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-13,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Me Lately,Filmore,59,23121,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-13,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
One Margarita,Luke Bryan,72,5236598,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-13,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,59,46506,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-13,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
Gabrielle,Brett Eldredge,63,1100429,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-05-13,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,62,10910,[],64,2020-04-24,2020-05-13,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
More Than My Hometown,Morgan Wallen,77,531599,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-13,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,60,33489,['contemporary country'],68,2020-05-01,2020-05-13,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Trash My Heart,Walker Hayes,52,221913,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",63,2020-04-24,2020-05-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,64,67482,"['contemporary country', 'texas country']",66,2020-04-10,2020-05-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Grew Up On That,High Valley,59,92729,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-13,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Easy Goin,Clay Walker,51,642971,"['contemporary country', 'country', 'country road', 'modern country rock']",60,2020-04-24,2020-05-13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
The Stranger,Ingrid Andress,64,33143,"['contemporary country', 'country pop']",65,2020-03-27,2020-05-13,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Never Have I Ever,Danielle Bradbery,52,186354,"['contemporary country', 'country', 'country pop', 'pop']",62,2020-05-08,2020-05-13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Girls Like Me (From Songland),Martina McBride,49,779269,"['contemporary country', 'country', 'country dawn', 'country road']",61,2020-05-04,2020-05-13,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Where I'm From,The Reklaws,60,21103,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-13,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gaslighter,Dixie Chicks,72,955765,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-13,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hometown,Logan Mize,59,55145,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",61,2020-03-13,2020-05-13,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Close,Jade Eagleson,52,7574,['canadian contemporary country'],49,2020-04-24,2020-05-13,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
