Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,929541,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-03-28,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,0,3626477,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",80,2020-03-27,2020-03-28,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,49,1443800,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-03-28,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,73,758978,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-28,6,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Hometown,Logan Mize,54,53430,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-03-28,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Grew Up On That,High Valley,53,90379,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-03-28,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,17,24847,"['contemporary country', 'country pop']",63,2020-03-27,2020-03-28,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Last Time I Say Sorry,Kane Brown,29,2343721,"['contemporary country', 'country road']",79,2020-03-27,2020-03-28,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,36,196,[],24,2020-03-13,2020-03-28,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
In My Veins,Lauren Alaina,61,347580,"['contemporary country', 'country', 'country dawn', 'country road']",72,2020-03-06,2020-03-28,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Slow Down,Gone West,51,14184,"['contemporary country', 'country pop']",50,2020-03-03,2020-03-28,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me on You,Teddy Robb,43,3095,['country pop'],45,2020-03-20,2020-03-28,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Think About You,Alana Springsteen,51,2410,['country pop'],50,2020-03-20,2020-03-28,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
I Need Love,Blanco Brown,48,89032,['country rap'],67,2020-03-13,2020-03-28,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,50,36683,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-28,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I Love You Now Change,Twinnie,38,2418,['country pop'],36,2020-03-20,2020-03-28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
One Day,Jackson Michelson,50,7188,['country pop'],48,2020-03-06,2020-03-28,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,0,775,[],38,2020-03-27,2020-03-28,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Wild World,Kip Moore,18,851311,"['contemporary country', 'country', 'country road', 'modern country rock']",65,2020-03-27,2020-03-28,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Everybody's Got a Story,Chevel Shepherd,40,4325,[],33,2020-03-20,2020-03-28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Detours,Jordan Davis,15,223174,"['contemporary country', 'country road']",70,2020-03-27,2020-03-28,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Planning My Survival,Seth Cook,22,1921,[],24,2020-03-20,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Half a Mind to Go Crazy,Tyler Booth,45,3228,[],42,2020-03-13,2020-03-28,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I'm Still Hangin' On,John Anderson,34,244785,"['country', 'country road', 'country rock']",55,2020-03-20,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Get My Shit Together,Summer Overstreet,34,134,[],34,2020-03-13,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,58,758978,"['contemporary country', 'pop', 'post-teen pop']",76,2020-03-20,2020-03-28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Something About You,Seth Alley,45,1902,['country pop'],40,2020-03-06,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Finish This Up,Livy Jeanne,29,3497,"['alberta country', 'canadian contemporary country', 'canadian country', 'country pop']",23,2020-03-18,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Can't Not,Steven Lee Olsen,34,9076,"['canadian contemporary country', 'canadian country']",39,2020-03-20,2020-03-28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,51,25493,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ain't Lookin' Back,Mo Pitney,42,18905,[],41,2020-03-13,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Here I Am,Renee Blair,47,2368,"['contemporary country', 'country pop']",36,2020-03-06,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
If I Can't Have You,Sara Evans,38,723673,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",57,2020-03-20,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7:17,17 Memphis,28,3170,['country pop'],33,2020-03-13,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Light On,Kaylee Bell,42,5046,"['australian country', 'country pop']",41,2020-03-13,2020-03-28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
