Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,69,916267,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-11,9,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
In My Veins,Lauren Alaina,58,342550,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-11,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
One Day,Jackson Michelson,37,7149,['country pop'],51,2020-03-06,2020-03-11,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Moose Knuckle Shuffle,Hot Country Knights,40,2871,[],47,2020-03-06,2020-03-11,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,43,13635,"['contemporary country', 'country pop']",49,2020-03-03,2020-03-11,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,33,2241,"['contemporary country', 'country pop']",31,2020-03-06,2020-03-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Something About You,Seth Alley,35,1863,['country pop'],41,2020-03-06,2020-03-11,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Just Let Go,Gord Bamford,40,36266,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",48,2020-03-06,2020-03-11,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,41,58441,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
What Are You Gonna Tell Her?,Mickey Guyton,50,25193,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Talkin' About Last Night,Steven Lee Olsen,29,8944,"['canadian contemporary country', 'canadian country']",39,2020-03-06,2020-03-11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Pawn Shop,Brandy Clark,43,35240,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Freestylin',Stereosaga!!!,34,176,[],24,2020-03-06,2020-03-11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Real Talk,Angie K,34,3525,[],44,2020-03-06,2020-03-11,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Hot Mess,Nice Horse,24,1384,['alberta country'],18,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Family Pain,Swamp Dogg,30,14772,"['soul', 'southern soul']",47,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,29,92058,"['contemporary country', 'redneck']",59,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,24,5008,['country pop'],28,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Away,Presley Phillips,23,432,[],25,2020-03-04,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Are Not Alone,Adam Brand,37,27920,"['australian country', 'australian pop', 'classic australian country']",46,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Like That,Matthew McSwain,26,337,[],22,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Little Bit of That,Matt Gatewood,21,203,[],11,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going Going Gone,Maddie Wilson,28,11073,"['channel pop', 'lds youth', 'viral pop']",39,2020-03-05,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Safe Place to Break,Josh David,1,24,[],8,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ride It Out,Jaden Hamilton,37,961,[],27,2020-03-06,2020-03-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Were You,David James,3,1895,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-06,2020-03-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy,Brittany Moore,23,211,[],23,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Walk,Brandy Clark,35,35240,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kill the Bottle,Tom O'Connor,27,1923,[],32,2020-03-06,2020-03-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
