Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,74,3667869,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",83,2020-03-27,2020-05-05,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Six Feet Apart,Luke Combs,30,2724923,['contemporary country'],86,2020-05-01,2020-05-05,6,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
2016,Sam Hunt,74,1775605,"['contemporary country', 'country pop']",80,2020-04-03,2020-05-05,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Be A Light,Thomas Rhett,74,3319617,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-05,6,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Lady,Brett Young,21,517041,['contemporary country'],76,2020-05-01,2020-05-05,6,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
BOOTS,HARDY,11,32747,['contemporary country'],68,2020-05-01,2020-05-05,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22717,"['contemporary country', 'country pop']",63,2020-04-14,2020-05-05,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Like A Man,Dallas Smith,58,46250,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-05-05,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,490339,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-05,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Every Other Memory,Ryan Hurd,58,79963,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-05,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
