Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,70,917100,"['contemporary country', 'country', 'country dawn']",71,2020-03-04,2020-03-12,9,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1
In My Veins,Lauren Alaina,59,342872,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",72,2020-03-06,2020-03-12,7,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
One Day,Jackson Michelson,39,7154,['country pop'],51,2020-03-06,2020-03-12,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Moose Knuckle Shuffle,Hot Country Knights,41,2936,[],47,2020-03-06,2020-03-12,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Slow Down,Gone West,45,13682,"['contemporary country', 'country pop']",49,2020-03-03,2020-03-12,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
What Are You Gonna Tell Her?,Mickey Guyton,50,25217,"['contemporary country', 'country pop']",47,2020-03-06,2020-03-12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Just Let Go,Gord Bamford,41,36280,"['alberta country', 'australian country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",47,2020-03-06,2020-03-12,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sparrow,Ashley McBryde,42,58523,"['arkansas country', 'contemporary country', 'country pop']",58,2020-03-06,2020-03-12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Something About You,Seth Alley,37,1865,['country pop'],40,2020-03-06,2020-03-12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Here I Am,Renee Blair,35,2250,"['contemporary country', 'country pop']",31,2020-03-06,2020-03-12,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Pawn Shop,Brandy Clark,44,35280,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Talkin' About Last Night,Steven Lee Olsen,30,8952,"['canadian contemporary country', 'canadian country']",39,2020-03-06,2020-03-12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Freestylin',Stereosaga!!!,36,176,[],26,2020-03-06,2020-03-12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Real Talk,Angie K,35,3539,[],44,2020-03-06,2020-03-12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Family Pain,Swamp Dogg,32,14869,"['soul', 'southern soul']",47,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Catch a Buzz,Taylor Ray Holbrook,31,92150,"['contemporary country', 'redneck']",59,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I Got This,The McClymonts,0,20492,"['australian country', 'australian pop', 'country dawn']",38,2020-03-13,2020-03-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Woman,Ruthie Collins,25,5012,['country pop'],28,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Run Away,Presley Phillips,24,432,[],25,2020-03-04,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hot Mess,Nice Horse,25,1388,['alberta country'],18,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
You Are Not Alone,Adam Brand,39,27932,"['australian country', 'australian pop', 'classic australian country']",46,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Like That,Matthew McSwain,27,340,[],22,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Little Bit of That,Matt Gatewood,22,203,[],11,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Going Going Gone,Maddie Wilson,29,11084,"['channel pop', 'lds youth', 'viral pop']",39,2020-03-05,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Safe Place to Break,Josh David,1,26,[],8,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ride It Out,Jaden Hamilton,38,1159,[],28,2020-03-06,2020-03-12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
If I Were You,David James,3,1897,"['canadian contemporary country', 'canadian country', 'manitoba country']",37,2020-03-06,2020-03-12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do You Remember,Bryce Sainty,0,123,[],28,2020-03-13,2020-03-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Heavy,Brittany Moore,24,211,[],23,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Long Walk,Brandy Clark,37,35280,"['contemporary country', 'country pop']",48,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I Need Love,Blanco Brown,0,86274,['country rap'],68,2020-03-13,2020-03-12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill the Bottle,Tom O'Connor,28,1926,[],32,2020-03-06,2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
