Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
I Love My Country,Florida Georgia Line,73,3673885,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-08,8,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
Be A Light,Thomas Rhett,74,3325178,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-08,7,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2016,Sam Hunt,73,1777988,"['contemporary country', 'country pop']",79,2020-04-03,2020-05-08,6,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Lady,Brett Young,64,518967,['contemporary country'],76,2020-05-01,2020-05-08,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
Champagne Night - From Songland,Lady Antebellum,66,2904615,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-08,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Six Feet Apart,Luke Combs,73,2740779,['contemporary country'],85,2020-05-01,2020-05-08,5,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Cold Beer Calling My Name,Jameson Rodgers,70,22813,"['contemporary country', 'country pop']",62,2020-04-14,2020-05-08,5,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,74,492727,"['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",79,2020-04-07,2020-05-08,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
My Truck (feat. Sam Hunt) - Remix,BRELAND,61,10346,[],64,2020-04-24,2020-05-08,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gaslighter,Dixie Chicks,74,952359,"['contemporary country', 'country', 'country dawn']",73,2020-03-04,2020-05-08,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
More Than My Hometown,Morgan Wallen,76,523071,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-08,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1737679,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-08,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Every Other Memory,Ryan Hurd,60,80294,"['contemporary country', 'country pop']",65,2020-04-20,2020-05-08,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Of Them Girls,Lee Brice,68,1232372,"['contemporary country', 'country', 'country road', 'modern country rock']",74,2020-04-10,2020-05-08,4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cool Again,Kane Brown,73,2433863,"['contemporary country', 'country road']",81,2020-04-23,2020-05-08,4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hometown,Logan Mize,59,54910,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",60,2020-03-13,2020-05-08,4,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BOOTS,HARDY,58,33035,"['contemporary country', 'country pop']",68,2020-05-01,2020-05-08,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Man,Dallas Smith,58,46354,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",59,2020-04-03,2020-05-08,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,65,32596,"['contemporary country', 'country pop']",66,2020-03-27,2020-05-08,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Julianna Calm Down,Dixie Chicks,57,952359,"['contemporary country', 'country', 'country dawn']",73,2020-05-01,2020-05-08,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Almost Maybes,Jordan Davis,0,239085,['contemporary country'],72,2020-05-08,2020-05-08,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Grew Up On That,High Valley,59,92415,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",58,2020-03-13,2020-05-08,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Better Off,Trace Adkins,59,1480243,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",67,2020-03-20,2020-05-08,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Where I'm From,The Reklaws,59,20822,"['canadian contemporary country', 'canadian country', 'contemporary country']",57,2020-04-17,2020-05-08,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gabrielle,Brett Eldredge,63,1097949,"['contemporary country', 'country', 'country road', 'modern country rock']",67,2020-04-17,2020-05-08,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Close,Jade Eagleson,49,7421,['canadian contemporary country'],48,2020-04-24,2020-05-08,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Round and Round,Troy Cartwright,51,6051,['country pop'],56,2020-04-10,2020-05-08,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Easy Goin,Clay Walker,49,640272,"['contemporary country', 'country', 'country road', 'modern country rock']",60,2020-04-24,2020-05-08,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Me Lately,Filmore,59,23004,"['contemporary country', 'country pop']",63,2020-04-03,2020-05-08,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Like A Cowboy,Parker McCollum,64,66777,"['contemporary country', 'texas country']",66,2020-04-10,2020-05-08,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
the other girl (with Halsey),Kelsea Ballerini,74,767524,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-08,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Wild World,Kip Moore,63,864989,"['contemporary country', 'country', 'country road', 'modern country rock']",69,2020-03-27,2020-05-08,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Margarita,Luke Bryan,72,5218699,"['contemporary country', 'country', 'country road']",80,2020-03-13,2020-05-08,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Someone You Loved,Mitchell Tenpenny,56,136496,"['contemporary country', 'heartland rock']",70,2020-05-01,2020-05-08,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Year to Be Young 1994,Stephen Wilson Jr.,46,220,[],33,2020-03-13,2020-05-08,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
