Track,_Artist,_Track_Popularity,_Followers,_Genres,_Artist_Popularity,_Release_Date,_Date,_Total_Playlists,_All_About_Country,_Big_Country,_Breakout_Country,_Country_Drive,_Country_Favourites,_Country_Kind_of_Love,_Country_Rocks,_Fresh_Country,_Hot_Country,_Live_Country,_Nashville_Stripped,_Nashvilles_Worldwide_Hot_50,_New_Boots,_New_Music_Nashville,_New_Traditions_Country_Heroes,_Next_From_Nashville,_PopCo,_Still_Hot,_Texas_Music_Now,_Very_Nearly_Nashville,_Women_of_Country
Cool Again,Kane Brown,74,2455008,"['contemporary country', 'country road']",81,2020-04-23,2020-05-16,7,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
I Love My Country,Florida Georgia Line,73,3689992,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",82,2020-03-27,2020-05-16,7,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Lady,Brett Young,71,524062,['contemporary country'],76,2020-05-01,2020-05-16,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
I Called Mama,Tim McGraw,59,3104379,"['contemporary country', 'country', 'country road']",76,2020-05-08,2020-05-16,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Be A Light,Thomas Rhett,75,3339015,"['contemporary country', 'country', 'country road', 'modern country rock']",80,2020-03-30,2020-05-16,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Six Feet Apart,Luke Combs,76,2781676,['contemporary country'],85,2020-05-01,2020-05-16,6,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
Champagne Night - From Songland,Lady Antebellum,66,2915609,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",74,2020-04-13,2020-05-16,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
No I in Beer,Brad Paisley,61,1744621,"['contemporary country', 'country', 'country road']",71,2020-04-15,2020-05-16,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Break. Up. Drunk.,Chase Rice,17,754567,"['contemporary country', 'country', 'country road', 'modern country rock']",71,2020-05-15,2020-05-16,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
Me Lately,Filmore,59,23194,"['contemporary country', 'country pop']",62,2020-04-03,2020-05-16,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
Hold You Tonight (with Chris Lane),Gryffin,75,498931,"['dance pop', 'edm', 'electro house', 'pop', 'tropical house']",79,2020-04-07,2020-05-16,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
the other girl (with Halsey),Kelsea Ballerini,73,769598,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-05-16,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
More Than My Hometown,Morgan Wallen,77,536696,"['contemporary country', 'country road', 'deep talent show']",82,2020-04-17,2020-05-16,5,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
