Track,Artist,Track Popularity,Followers,Genres,Artist Popularity,Release Date,Date,Total Playlists,All About Country,Big Country,Breakout Country,Country Drive,Country Favourites,Country Kind of Love,Country Rocks,Fresh Country,Hot Country,Live Country,Nashville Stripped,Nashvilles Worldwide Hot 50,New Boots,New Music Nashville,New Traditions Country Heroes,Next From Nashville,PopCo,Still Hot,Texas Music Now,Very Nearly Nashville,Women of Country
Gaslighter,Dixie Chicks,74,935184,"['contemporary country', 'country', 'country dawn']",72,2020-03-04,2020-04-04,9,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1
I Love My Country,Florida Georgia Line,68,3642075,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",81,2020-03-27,2020-04-04,7,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
2016,Sam Hunt,28,1762100,"['contemporary country', 'country pop']",75,2020-04-03,2020-04-04,6,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
The Stranger,Ingrid Andress,59,27432,"['contemporary country', 'country pop']",65,2020-03-27,2020-04-04,6,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
Hometown,Logan Mize,56,53777,"['contemporary country', 'country pop', 'country road', 'modern country rock', 'redneck']",58,2020-03-13,2020-04-04,5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Better Off,Trace Adkins,55,1452210,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",65,2020-03-20,2020-04-04,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Grew Up On That,High Valley,55,90866,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",55,2020-03-13,2020-04-04,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
I Need Love,Blanco Brown,51,90294,['country rap'],68,2020-03-13,2020-04-04,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Last Time I Say Sorry,Kane Brown,71,2363732,"['contemporary country', 'country road']",79,2020-03-27,2020-04-04,5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Like A Man,Dallas Smith,1,45623,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",60,2020-04-03,2020-04-04,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Never Will,Ashley McBryde,6,61563,"['arkansas country', 'contemporary country', 'country', 'country pop']",58,2020-04-03,2020-04-04,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Wild World,Kip Moore,58,855436,"['contemporary country', 'country', 'country road', 'modern country rock']",66,2020-03-27,2020-04-04,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Detours,Jordan Davis,57,226466,"['contemporary country', 'country road']",71,2020-03-27,2020-04-04,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Me Lately,Filmore,16,22079,"['contemporary country', 'country pop']",61,2020-04-03,2020-04-04,4,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
Be A Light,Various Artists,57,875623,[],0,2020-03-30,2020-04-04,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
the other girl (with Halsey),Kelsea Ballerini,76,763058,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-04,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Slow Down,Gone West,52,14500,"['contemporary country', 'country pop']",50,2020-03-03,2020-04-04,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
half of my hometown (feat. Kenny Chesney),Kelsea Ballerini,60,763058,"['contemporary country', 'pop', 'post-teen pop']",77,2020-03-20,2020-04-04,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Think About You,Alana Springsteen,55,2521,['country pop'],51,2020-03-20,2020-04-04,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Something About You,Seth Alley,47,1925,['country pop'],41,2020-03-06,2020-04-04,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Record High,Sykamore,0,897,"['alberta country', 'canadian contemporary country']",19,2020-04-03,2020-04-04,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Me on You,Teddy Robb,48,3144,['country pop'],46,2020-03-20,2020-04-04,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
What's up Cuz,Toby Keith,14,1222394,"['contemporary country', 'country', 'country road', 'oklahoma country']",70,2020-04-03,2020-04-04,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Whiskey On The Table,Alex Hall,43,803,[],40,2020-03-27,2020-04-04,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
One Day,Jackson Michelson,52,7215,['country pop'],48,2020-03-06,2020-04-04,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Good Ol' Girls,Jenee Fleenor,44,215,[],31,2020-03-13,2020-04-04,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Hey Little Girl,Ruthie Collins,0,5143,['country pop'],30,2020-04-03,2020-04-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ain't Lookin' Back,Mo Pitney,46,18964,[],42,2020-03-13,2020-04-04,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
